"ZIP
code [1]",Size of adjusted gross income,Number of returns
11946,"$100,000 under $200,000",1100
11946,"$200,000 or more",410
,,
11948,,690
11948,"$1 under $25,000",210
11948,"$25,000 under $50,000",120
11948,"$50,000 under $75,000",90
11948,"$75,000 under $100,000",70
11948,"$100,000 under $200,000",140
11948,"$200,000 or more",60
,,
11949,,"7,230"
11949,"$1 under $25,000",2160
11949,"$25,000 under $50,000",1220
11949,"$50,000 under $75,000",900
11949,"$75,000 under $100,000",680
11949,"$100,000 under $200,000",1630
11949,"$200,000 or more",640
,,
11950,,"7,640"
11950,"$1 under $25,000",2930
11950,"$25,000 under $50,000",1920
11950,"$50,000 under $75,000",1070
11950,"$75,000 under $100,000",680
11950,"$100,000 under $200,000",950
11950,"$200,000 or more",90
,,
11951,,"6,270"
11951,"$1 under $25,000",2370
11951,"$25,000 under $50,000",1560
11951,"$50,000 under $75,000",990
11951,"$75,000 under $100,000",570
11951,"$100,000 under $200,000",720
11951,"$200,000 or more",60
,,
11952,,"2,590"
11952,"$1 under $25,000",800
11952,"$25,000 under $50,000",450
11952,"$50,000 under $75,000",350
11952,"$75,000 under $100,000",250
11952,"$100,000 under $200,000",510
11952,"$200,000 or more",230
,,
11953,,"6,620"
11953,"$1 under $25,000",1970
11953,"$25,000 under $50,000",1520
11953,"$50,000 under $75,000",1080
11953,"$75,000 under $100,000",750
11953,"$100,000 under $200,000",1120
11953,"$200,000 or more",180
,,
11954,,"2,680"
11954,"$1 under $25,000",910
11954,"$25,000 under $50,000",690
11954,"$50,000 under $75,000",350
11954,"$75,000 under $100,000",210
11954,"$100,000 under $200,000",320
11954,"$200,000 or more",200
,,
11955,,"1,730"
11955,"$1 under $25,000",510
11955,"$25,000 under $50,000",400
11955,"$50,000 under $75,000",260
11955,"$75,000 under $100,000",200
11955,"$100,000 under $200,000",280
11955,"$200,000 or more",80
,,
11957,,450
11957,"$1 under $25,000",110
11957,"$25,000 under $50,000",80
11957,"$50,000 under $75,000",50
11957,"$75,000 under $100,000",40
11957,"$100,000 under $200,000",100
11957,"$200,000 or more",70
,,
11958,,500
11958,"$1 under $25,000",170
11958,"$25,000 under $50,000",110
11958,"$50,000 under $75,000",60
11958,"$75,000 under $100,000",40
11958,"$100,000 under $200,000",70
11958,"$200,000 or more",50
,,
11961,,"6,930"
11961,"$1 under $25,000",2080
11961,"$25,000 under $50,000",1490
11961,"$50,000 under $75,000",1120
11961,"$75,000 under $100,000",780
11961,"$100,000 under $200,000",1250
11961,"$200,000 or more",210
,,
11963,,"4,060"
11963,"$1 under $25,000",1180
11963,"$25,000 under $50,000",770
11963,"$50,000 under $75,000",540
11963,"$75,000 under $100,000",340
11963,"$100,000 under $200,000",700
11963,"$200,000 or more",530
,,
11967,,"12,860"
11967,"$1 under $25,000",4390
11967,"$25,000 under $50,000",3060
11967,"$50,000 under $75,000",1960
11967,"$75,000 under $100,000",1310
11967,"$100,000 under $200,000",1940
11967,"$200,000 or more",200
,,
11968,,"5,240"
11968,"$1 under $25,000",1710
11968,"$25,000 under $50,000",1020
11968,"$50,000 under $75,000",640
11968,"$75,000 under $100,000",410
11968,"$100,000 under $200,000",820
11968,"$200,000 or more",640
,,
11971,,"3,040"
11971,"$1 under $25,000",860
11971,"$25,000 under $50,000",550
11971,"$50,000 under $75,000",390
11971,"$75,000 under $100,000",290
11971,"$100,000 under $200,000",660
11971,"$200,000 or more",290
,,
11976,,"1,110"
11976,"$1 under $25,000",310
11976,"$25,000 under $50,000",210
11976,"$50,000 under $75,000",120
11976,"$75,000 under $100,000",70
11976,"$100,000 under $200,000",170
11976,"$200,000 or more",230
,,
11977,,"1,340"
11977,"$1 under $25,000",430
11977,"$25,000 under $50,000",190
11977,"$50,000 under $75,000",160
11977,"$75,000 under $100,000",110
11977,"$100,000 under $200,000",270
11977,"$200,000 or more",180
,,
11978,,"1,920"
11978,"$1 under $25,000",670
11978,"$25,000 under $50,000",350
11978,"$50,000 under $75,000",230
11978,"$75,000 under $100,000",150
11978,"$100,000 under $200,000",310
11978,"$200,000 or more",210
,,
11980,,"2,480"
11980,"$1 under $25,000",630
11980,"$25,000 under $50,000",480
11980,"$50,000 under $75,000",400
11980,"$75,000 under $100,000",340
11980,"$100,000 under $200,000",530
11980,"$200,000 or more",100
,,
12008,,240
12008,"$1 under $25,000",60
12008,"$25,000 under $50,000",40
12008,"$50,000 under $75,000",40
12008,"$75,000 under $100,000",30
12008,"$100,000 under $200,000",70
12008,"$200,000 or more",**
,,
12009,,"3,800"
12009,"$1 under $25,000",940
12009,"$25,000 under $50,000",750
12009,"$50,000 under $75,000",560
12009,"$75,000 under $100,000",450
12009,"$100,000 under $200,000",870
12009,"$200,000 or more",230
,,
12010,,"13,120"
12010,"$1 under $25,000",5250
12010,"$25,000 under $50,000",3460
12010,"$50,000 under $75,000",1820
12010,"$75,000 under $100,000",1160
12010,"$100,000 under $200,000",1210
12010,"$200,000 or more",220
,,
12015,,"1,660"
12015,"$1 under $25,000",490
12015,"$25,000 under $50,000",340
12015,"$50,000 under $75,000",260
12015,"$75,000 under $100,000",200
12015,"$100,000 under $200,000",300
12015,"$200,000 or more",70
,,
12017,,160
12017,"$1 under $25,000",50
12017,"$25,000 under $50,000",40
12017,"$50,000 under $75,000",20
12017,"$75,000 under $100,000",20
12017,"$100,000 under $200,000",30
12017,"$200,000 or more",**
,,
12018,,"4,010"
12018,"$1 under $25,000",1080
12018,"$25,000 under $50,000",790
12018,"$50,000 under $75,000",630
12018,"$75,000 under $100,000",480
12018,"$100,000 under $200,000",840
12018,"$200,000 or more",190
,,
12019,,"8,000"
12019,"$1 under $25,000",1880
12019,"$25,000 under $50,000",1360
12019,"$50,000 under $75,000",1160
12019,"$75,000 under $100,000",1030
12019,"$100,000 under $200,000",2070
12019,"$200,000 or more",500
,,
12020,,"16,660"
12020,"$1 under $25,000",4850
12020,"$25,000 under $50,000",3590
12020,"$50,000 under $75,000",2550
12020,"$75,000 under $100,000",1880
12020,"$100,000 under $200,000",3150
12020,"$200,000 or more",640
,,
12022,,400
12022,"$1 under $25,000",120
12022,"$25,000 under $50,000",110
12022,"$50,000 under $75,000",70
12022,"$75,000 under $100,000",60
12022,"$100,000 under $200,000",40
12022,"$200,000 or more",**
,,
12023,,990
12023,"$1 under $25,000",290
12023,"$25,000 under $50,000",220
12023,"$50,000 under $75,000",180
12023,"$75,000 under $100,000",110
12023,"$100,000 under $200,000",190
12023,"$200,000 or more",**
,,
12025,,"2,730"
12025,"$1 under $25,000",890
12025,"$25,000 under $50,000",700
12025,"$50,000 under $75,000",410
12025,"$75,000 under $100,000",310
12025,"$100,000 under $200,000",370
12025,"$200,000 or more",50
,,
12027,,"2,070"
12027,"$1 under $25,000",530
12027,"$25,000 under $50,000",330
12027,"$50,000 under $75,000",260
12027,"$75,000 under $100,000",260
12027,"$100,000 under $200,000",550
12027,"$200,000 or more",140
,,
12028,,580
12028,"$1 under $25,000",190
12028,"$25,000 under $50,000",140
12028,"$50,000 under $75,000",100
12028,"$75,000 under $100,000",70
12028,"$100,000 under $200,000",80
12028,"$200,000 or more",**
,,
12029,,500
12029,"$1 under $25,000",150
12029,"$25,000 under $50,000",100
12029,"$50,000 under $75,000",90
12029,"$75,000 under $100,000",60
12029,"$100,000 under $200,000",70
12029,"$200,000 or more",30
,,
12031,,110
12031,"$1 under $25,000",40
12031,"$25,000 under $50,000",40
12031,"$50,000 under $75,000",30
12031,"$75,000 under $100,000",**
12031,"$100,000 under $200,000",**
12031,"$200,000 or more",0
,,
12032,,480
12032,"$1 under $25,000",170
12032,"$25,000 under $50,000",120
12032,"$50,000 under $75,000",80
12032,"$75,000 under $100,000",50
12032,"$100,000 under $200,000",60
12032,"$200,000 or more",**
,,
12033,,"4,130"
12033,"$1 under $25,000",1110
12033,"$25,000 under $50,000",880
12033,"$50,000 under $75,000",630
12033,"$75,000 under $100,000",490
12033,"$100,000 under $200,000",860
12033,"$200,000 or more",160
,,
12035,,420
12035,"$1 under $25,000",150
12035,"$25,000 under $50,000",120
12035,"$50,000 under $75,000",70
12035,"$75,000 under $100,000",40
12035,"$100,000 under $200,000",40
12035,"$200,000 or more",**
,,
12037,,"1,810"
12037,"$1 under $25,000",650
12037,"$25,000 under $50,000",450
12037,"$50,000 under $75,000",260
12037,"$75,000 under $100,000",170
12037,"$100,000 under $200,000",220
12037,"$200,000 or more",60
,,
12041,,260
12041,"$1 under $25,000",70
12041,"$25,000 under $50,000",50
12041,"$50,000 under $75,000",50
12041,"$75,000 under $100,000",30
12041,"$100,000 under $200,000",60
12041,"$200,000 or more",**
,,
12042,,220
12042,"$1 under $25,000",70
12042,"$25,000 under $50,000",50
12042,"$50,000 under $75,000",40
12042,"$75,000 under $100,000",30
12042,"$100,000 under $200,000",30
12042,"$200,000 or more",**
,,
12043,,"3,230"
12043,"$1 under $25,000",1210
12043,"$25,000 under $50,000",780
12043,"$50,000 under $75,000",480
12043,"$75,000 under $100,000",320
12043,"$100,000 under $200,000",370
12043,"$200,000 or more",70
,,
12046,,320
12046,"$1 under $25,000",90
12046,"$25,000 under $50,000",70
12046,"$50,000 under $75,000",50
12046,"$75,000 under $100,000",40
12046,"$100,000 under $200,000",70
12046,"$200,000 or more",**
,,
12047,,"10,680"
12047,"$1 under $25,000",3520
12047,"$25,000 under $50,000",2880
12047,"$50,000 under $75,000",1650
12047,"$75,000 under $100,000",980
12047,"$100,000 under $200,000",1330
12047,"$200,000 or more",320
,,
12051,,"1,810"
12051,"$1 under $25,000",600
12051,"$25,000 under $50,000",440
12051,"$50,000 under $75,000",300
12051,"$75,000 under $100,000",170
12051,"$100,000 under $200,000",250
12051,"$200,000 or more",50
,,
12052,,760
12052,"$1 under $25,000",200
12052,"$25,000 under $50,000",170
12052,"$50,000 under $75,000",140
12052,"$75,000 under $100,000",110
12052,"$100,000 under $200,000",140
12052,"$200,000 or more",**
,,
12053,,"2,150"
12053,"$1 under $25,000",580
12053,"$25,000 under $50,000",430
12053,"$50,000 under $75,000",340
12053,"$75,000 under $100,000",280
12053,"$100,000 under $200,000",440
12053,"$200,000 or more",80
,,
12054,,"9,010"
12054,"$1 under $25,000",2160
12054,"$25,000 under $50,000",1350
12054,"$50,000 under $75,000",1230
12054,"$75,000 under $100,000",1090
12054,"$100,000 under $200,000",2290
12054,"$200,000 or more",890
,,
12056,,"1,180"
12056,"$1 under $25,000",320
12056,"$25,000 under $50,000",250
12056,"$50,000 under $75,000",170
12056,"$75,000 under $100,000",150
12056,"$100,000 under $200,000",250
12056,"$200,000 or more",40
,,
12057,,760
12057,"$1 under $25,000",260
12057,"$25,000 under $50,000",190
12057,"$50,000 under $75,000",130
12057,"$75,000 under $100,000",90
12057,"$100,000 under $200,000",90
12057,"$200,000 or more",**
,,
12058,,650
12058,"$1 under $25,000",220
12058,"$25,000 under $50,000",160
12058,"$50,000 under $75,000",100
12058,"$75,000 under $100,000",80
12058,"$100,000 under $200,000",90
12058,"$200,000 or more",**
,,
12059,,800
12059,"$1 under $25,000",220
12059,"$25,000 under $50,000",170
12059,"$50,000 under $75,000",150
12059,"$75,000 under $100,000",100
12059,"$100,000 under $200,000",160
12059,"$200,000 or more",**
,,
12060,,700
12060,"$1 under $25,000",200
12060,"$25,000 under $50,000",140
12060,"$50,000 under $75,000",120
12060,"$75,000 under $100,000",90
12060,"$100,000 under $200,000",110
12060,"$200,000 or more",40
,,
12061,,"4,970"
12061,"$1 under $25,000",1200
12061,"$25,000 under $50,000",960
12061,"$50,000 under $75,000",840
12061,"$75,000 under $100,000",570
12061,"$100,000 under $200,000",1100
12061,"$200,000 or more",300
,,
12062,,870
12062,"$1 under $25,000",230
12062,"$25,000 under $50,000",240
12062,"$50,000 under $75,000",160
12062,"$75,000 under $100,000",90
12062,"$100,000 under $200,000",150
12062,"$200,000 or more",**
,,
12063,,300
12063,"$1 under $25,000",90
12063,"$25,000 under $50,000",60
12063,"$50,000 under $75,000",40
12063,"$75,000 under $100,000",30
12063,"$100,000 under $200,000",80
12063,"$200,000 or more",**
,,
12064,,230
12064,"$1 under $25,000",90
12064,"$25,000 under $50,000",70
12064,"$50,000 under $75,000",40
12064,"$75,000 under $100,000",30
12064,"$100,000 under $200,000",**
12064,"$200,000 or more",0
,,
12065,,"22,620"
12065,"$1 under $25,000",5830
12065,"$25,000 under $50,000",4380
12065,"$50,000 under $75,000",3410
12065,"$75,000 under $100,000",2530
12065,"$100,000 under $200,000",5010
12065,"$200,000 or more",1460
,,
12066,,960
12066,"$1 under $25,000",260
12066,"$25,000 under $50,000",240
12066,"$50,000 under $75,000",190
12066,"$75,000 under $100,000",120
12066,"$100,000 under $200,000",150
12066,"$200,000 or more",**
,,
12067,,780
12067,"$1 under $25,000",210
12067,"$25,000 under $50,000",150
12067,"$50,000 under $75,000",150
12067,"$75,000 under $100,000",100
12067,"$100,000 under $200,000",150
12067,"$200,000 or more",20
,,
12068,,"1,370"
12068,"$1 under $25,000",460
12068,"$25,000 under $50,000",390
12068,"$50,000 under $75,000",230
12068,"$75,000 under $100,000",140
12068,"$100,000 under $200,000",150
12068,"$200,000 or more",**
,,
12070,,650
12070,"$1 under $25,000",180
12070,"$25,000 under $50,000",160
12070,"$50,000 under $75,000",120
12070,"$75,000 under $100,000",80
12070,"$100,000 under $200,000",80
12070,"$200,000 or more",30
,,
12071,,120
12071,"$1 under $25,000",50
12071,"$25,000 under $50,000",30
12071,"$50,000 under $75,000",20
12071,"$75,000 under $100,000",20
12071,"$100,000 under $200,000",**
12071,"$200,000 or more",**
,,
12072,,"1,220"
12072,"$1 under $25,000",380
12072,"$25,000 under $50,000",340
12072,"$50,000 under $75,000",180
12072,"$75,000 under $100,000",150
12072,"$100,000 under $200,000",170
12072,"$200,000 or more",**
,,
12074,,"1,560"
12074,"$1 under $25,000",430
12074,"$25,000 under $50,000",390
12074,"$50,000 under $75,000",220
12074,"$75,000 under $100,000",210
12074,"$100,000 under $200,000",280
12074,"$200,000 or more",30
,,
12075,,"1,510"
12075,"$1 under $25,000",480
12075,"$25,000 under $50,000",340
12075,"$50,000 under $75,000",210
12075,"$75,000 under $100,000",160
12075,"$100,000 under $200,000",260
12075,"$200,000 or more",60
,,
12076,,570
12076,"$1 under $25,000",200
12076,"$25,000 under $50,000",130
12076,"$50,000 under $75,000",90
12076,"$75,000 under $100,000",70
12076,"$100,000 under $200,000",80
12076,"$200,000 or more",**
,,
12077,,"3,270"
12077,"$1 under $25,000",800
12077,"$25,000 under $50,000",520
12077,"$50,000 under $75,000",480
12077,"$75,000 under $100,000",320
12077,"$100,000 under $200,000",840
12077,"$200,000 or more",310
,,
12078,,"9,890"
12078,"$1 under $25,000",4220
12078,"$25,000 under $50,000",2770
12078,"$50,000 under $75,000",1350
12078,"$75,000 under $100,000",760
12078,"$100,000 under $200,000",710
12078,"$200,000 or more",80
,,
12083,,"1,890"
12083,"$1 under $25,000",600
12083,"$25,000 under $50,000",420
12083,"$50,000 under $75,000",350
12083,"$75,000 under $100,000",200
12083,"$100,000 under $200,000",300
12083,"$200,000 or more",20
,,
12084,,"2,330"
12084,"$1 under $25,000",470
12084,"$25,000 under $50,000",510
12084,"$50,000 under $75,000",480
12084,"$75,000 under $100,000",340
12084,"$100,000 under $200,000",440
12084,"$200,000 or more",90
,,
12085,,190
12085,"$1 under $25,000",70
12085,"$25,000 under $50,000",70
12085,"$50,000 under $75,000",30
12085,"$75,000 under $100,000",20
12085,"$100,000 under $200,000",**
12085,"$200,000 or more",**
,,
12086,,950
12086,"$1 under $25,000",270
12086,"$25,000 under $50,000",260
12086,"$50,000 under $75,000",160
12086,"$75,000 under $100,000",120
12086,"$100,000 under $200,000",140
12086,"$200,000 or more",**
,,
12087,,610
12087,"$1 under $25,000",190
12087,"$25,000 under $50,000",140
12087,"$50,000 under $75,000",100
12087,"$75,000 under $100,000",80
12087,"$100,000 under $200,000",100
12087,"$200,000 or more",**
,,
12090,,"2,710"
12090,"$1 under $25,000",950
12090,"$25,000 under $50,000",720
12090,"$50,000 under $75,000",450
12090,"$75,000 under $100,000",260
12090,"$100,000 under $200,000",300
12090,"$200,000 or more",30
,,
12092,,560
12092,"$1 under $25,000",190
12092,"$25,000 under $50,000",160
12092,"$50,000 under $75,000",90
12092,"$75,000 under $100,000",60
12092,"$100,000 under $200,000",60
12092,"$200,000 or more",**
,,
12093,,680
12093,"$1 under $25,000",270
12093,"$25,000 under $50,000",170
12093,"$50,000 under $75,000",100
12093,"$75,000 under $100,000",60
12093,"$100,000 under $200,000",80
12093,"$200,000 or more",**
,,
12094,,"1,110"
12094,"$1 under $25,000",320
12094,"$25,000 under $50,000",280
12094,"$50,000 under $75,000",190
12094,"$75,000 under $100,000",130
12094,"$100,000 under $200,000",190
12094,"$200,000 or more",**
,,
12095,,"5,620"
12095,"$1 under $25,000",2040
12095,"$25,000 under $50,000",1630
12095,"$50,000 under $75,000",840
12095,"$75,000 under $100,000",500
12095,"$100,000 under $200,000",560
12095,"$200,000 or more",50
,,
12106,,"1,330"
12106,"$1 under $25,000",390
12106,"$25,000 under $50,000",260
12106,"$50,000 under $75,000",210
12106,"$75,000 under $100,000",150
12106,"$100,000 under $200,000",240
12106,"$200,000 or more",80
,,
12108,,220
12108,"$1 under $25,000",70
12108,"$25,000 under $50,000",70
12108,"$50,000 under $75,000",30
12108,"$75,000 under $100,000",20
12108,"$100,000 under $200,000",30
12108,"$200,000 or more",**
,,
12110,,"10,260"
12110,"$1 under $25,000",2670
12110,"$25,000 under $50,000",2250
12110,"$50,000 under $75,000",1760
12110,"$75,000 under $100,000",1210
12110,"$100,000 under $200,000",1930
12110,"$200,000 or more",440
,,
12116,,820
12116,"$1 under $25,000",300
12116,"$25,000 under $50,000",230
12116,"$50,000 under $75,000",130
12116,"$75,000 under $100,000",80
12116,"$100,000 under $200,000",80
12116,"$200,000 or more",**
,,
12117,,"1,550"
12117,"$1 under $25,000",520
12117,"$25,000 under $50,000",460
12117,"$50,000 under $75,000",230
12117,"$75,000 under $100,000",150
12117,"$100,000 under $200,000",160
12117,"$200,000 or more",30
,,
12118,,"7,910"
12118,"$1 under $25,000",2310
12118,"$25,000 under $50,000",1810
12118,"$50,000 under $75,000",1220
12118,"$75,000 under $100,000",810
12118,"$100,000 under $200,000",1440
12118,"$200,000 or more",320
,,
12120,,290
12120,"$1 under $25,000",90
12120,"$25,000 under $50,000",60
12120,"$50,000 under $75,000",50
12120,"$75,000 under $100,000",40
