"ZIP
code [1]",Size of adjusted gross income,Number of returns
12946,,"2,760"
12946,"$1 under $25,000",1110
12946,"$25,000 under $50,000",700
12946,"$50,000 under $75,000",400
12946,"$75,000 under $100,000",200
12946,"$100,000 under $200,000",250
12946,"$200,000 or more",100
,,
12950,,340
12950,"$1 under $25,000",140
12950,"$25,000 under $50,000",100
12950,"$50,000 under $75,000",50
12950,"$75,000 under $100,000",30
12950,"$100,000 under $200,000",20
12950,"$200,000 or more",**
,,
12952,,260
12952,"$1 under $25,000",100
12952,"$25,000 under $50,000",80
12952,"$50,000 under $75,000",50
12952,"$75,000 under $100,000",**
12952,"$100,000 under $200,000",30
12952,"$200,000 or more",**
,,
12953,,"4,840"
12953,"$1 under $25,000",2090
12953,"$25,000 under $50,000",1150
12953,"$50,000 under $75,000",710
12953,"$75,000 under $100,000",430
12953,"$100,000 under $200,000",390
12953,"$200,000 or more",70
,,
12955,,150
12955,"$1 under $25,000",60
12955,"$25,000 under $50,000",40
12955,"$50,000 under $75,000",20
12955,"$75,000 under $100,000",30
12955,"$100,000 under $200,000",**
12955,"$200,000 or more",**
,,
12956,,500
12956,"$1 under $25,000",200
12956,"$25,000 under $50,000",160
12956,"$50,000 under $75,000",70
12956,"$75,000 under $100,000",50
12956,"$100,000 under $200,000",20
12956,"$200,000 or more",**
,,
12957,,710
12957,"$1 under $25,000",340
12957,"$25,000 under $50,000",180
12957,"$50,000 under $75,000",100
12957,"$75,000 under $100,000",50
12957,"$100,000 under $200,000",40
12957,"$200,000 or more",0
,,
12958,,840
12958,"$1 under $25,000",300
12958,"$25,000 under $50,000",230
12958,"$50,000 under $75,000",130
12958,"$75,000 under $100,000",100
12958,"$100,000 under $200,000",80
12958,"$200,000 or more",**
,,
12959,,600
12959,"$1 under $25,000",240
12959,"$25,000 under $50,000",160
12959,"$50,000 under $75,000",90
12959,"$75,000 under $100,000",60
12959,"$100,000 under $200,000",50
12959,"$200,000 or more",**
,,
12960,,470
12960,"$1 under $25,000",160
12960,"$25,000 under $50,000",120
12960,"$50,000 under $75,000",90
12960,"$75,000 under $100,000",40
12960,"$100,000 under $200,000",60
12960,"$200,000 or more",0
,,
12961,,120
12961,"$1 under $25,000",50
12961,"$25,000 under $50,000",50
12961,"$50,000 under $75,000",**
12961,"$75,000 under $100,000",20
12961,"$100,000 under $200,000",**
12961,"$200,000 or more",0
,,
12962,,"2,600"
12962,"$1 under $25,000",850
12962,"$25,000 under $50,000",600
12962,"$50,000 under $75,000",420
12962,"$75,000 under $100,000",300
12962,"$100,000 under $200,000",390
12962,"$200,000 or more",40
,,
12965,,210
12965,"$1 under $25,000",100
12965,"$25,000 under $50,000",60
12965,"$50,000 under $75,000",50
12965,"$75,000 under $100,000",**
12965,"$100,000 under $200,000",**
12965,"$200,000 or more",**
,,
12966,,"1,190"
12966,"$1 under $25,000",510
12966,"$25,000 under $50,000",310
12966,"$50,000 under $75,000",190
12966,"$75,000 under $100,000",120
12966,"$100,000 under $200,000",60
12966,"$200,000 or more",**
,,
12967,,440
12967,"$1 under $25,000",190
12967,"$25,000 under $50,000",110
12967,"$50,000 under $75,000",70
12967,"$75,000 under $100,000",40
12967,"$100,000 under $200,000",30
12967,"$200,000 or more",**
,,
12969,,160
12969,"$1 under $25,000",60
12969,"$25,000 under $50,000",50
12969,"$50,000 under $75,000",20
12969,"$75,000 under $100,000",30
12969,"$100,000 under $200,000",**
12969,"$200,000 or more",**
,,
12970,,160
12970,"$1 under $25,000",70
12970,"$25,000 under $50,000",40
12970,"$50,000 under $75,000",20
12970,"$75,000 under $100,000",30
12970,"$100,000 under $200,000",**
12970,"$200,000 or more",**
,,
12972,,"2,990"
12972,"$1 under $25,000",990
12972,"$25,000 under $50,000",650
12972,"$50,000 under $75,000",490
12972,"$75,000 under $100,000",320
12972,"$100,000 under $200,000",490
12972,"$200,000 or more",50
,,
12974,,650
12974,"$1 under $25,000",280
12974,"$25,000 under $50,000",170
12974,"$50,000 under $75,000",90
12974,"$75,000 under $100,000",70
12974,"$100,000 under $200,000",40
12974,"$200,000 or more",0
,,
12978,,190
12978,"$1 under $25,000",80
12978,"$25,000 under $50,000",50
12978,"$50,000 under $75,000",30
12978,"$75,000 under $100,000",30
12978,"$100,000 under $200,000",**
12978,"$200,000 or more",0
,,
12979,,"1,200"
12979,"$1 under $25,000",470
12979,"$25,000 under $50,000",270
12979,"$50,000 under $75,000",190
12979,"$75,000 under $100,000",120
12979,"$100,000 under $200,000",150
12979,"$200,000 or more",**
,,
12980,,560
12980,"$1 under $25,000",240
12980,"$25,000 under $50,000",160
12980,"$50,000 under $75,000",80
12980,"$75,000 under $100,000",40
12980,"$100,000 under $200,000",40
12980,"$200,000 or more",**
,,
12981,,"1,090"
12981,"$1 under $25,000",370
12981,"$25,000 under $50,000",270
12981,"$50,000 under $75,000",190
12981,"$75,000 under $100,000",120
12981,"$100,000 under $200,000",140
12981,"$200,000 or more",**
,,
12983,,"3,580"
12983,"$1 under $25,000",1450
12983,"$25,000 under $50,000",860
12983,"$50,000 under $75,000",500
12983,"$75,000 under $100,000",340
12983,"$100,000 under $200,000",360
12983,"$200,000 or more",70
,,
12985,,460
12985,"$1 under $25,000",190
12985,"$25,000 under $50,000",130
12985,"$50,000 under $75,000",70
12985,"$75,000 under $100,000",40
12985,"$100,000 under $200,000",30
12985,"$200,000 or more",**
,,
12986,,"2,640"
12986,"$1 under $25,000",880
12986,"$25,000 under $50,000",780
12986,"$50,000 under $75,000",480
12986,"$75,000 under $100,000",240
12986,"$100,000 under $200,000",230
12986,"$200,000 or more",30
,,
12987,,130
12987,"$1 under $25,000",50
12987,"$25,000 under $50,000",30
12987,"$50,000 under $75,000",20
12987,"$75,000 under $100,000",30
12987,"$100,000 under $200,000",**
12987,"$200,000 or more",**
,,
12989,,440
12989,"$1 under $25,000",160
12989,"$25,000 under $50,000",100
12989,"$50,000 under $75,000",80
12989,"$75,000 under $100,000",40
12989,"$100,000 under $200,000",60
12989,"$200,000 or more",**
,,
12992,,"2,290"
12992,"$1 under $25,000",880
12992,"$25,000 under $50,000",610
12992,"$50,000 under $75,000",360
12992,"$75,000 under $100,000",240
12992,"$100,000 under $200,000",200
12992,"$200,000 or more",**
,,
12993,,790
12993,"$1 under $25,000",300
12993,"$25,000 under $50,000",190
12993,"$50,000 under $75,000",120
12993,"$75,000 under $100,000",70
12993,"$100,000 under $200,000",110
12993,"$200,000 or more",**
,,
12996,,930
12996,"$1 under $25,000",370
12996,"$25,000 under $50,000",240
12996,"$50,000 under $75,000",150
12996,"$75,000 under $100,000",90
12996,"$100,000 under $200,000",80
12996,"$200,000 or more",**
,,
12997,,540
12997,"$1 under $25,000",220
12997,"$25,000 under $50,000",140
12997,"$50,000 under $75,000",70
12997,"$75,000 under $100,000",60
12997,"$100,000 under $200,000",50
12997,"$200,000 or more",**
,,
12998,,210
12998,"$1 under $25,000",90
12998,"$25,000 under $50,000",60
12998,"$50,000 under $75,000",30
12998,"$75,000 under $100,000",30
12998,"$100,000 under $200,000",**
12998,"$200,000 or more",**
,,
13021,,"18,440"
13021,"$1 under $25,000",7740
13021,"$25,000 under $50,000",4310
13021,"$50,000 under $75,000",2640
13021,"$75,000 under $100,000",1670
13021,"$100,000 under $200,000",1780
13021,"$200,000 or more",300
,,
13026,,660
13026,"$1 under $25,000",210
13026,"$25,000 under $50,000",160
13026,"$50,000 under $75,000",120
13026,"$75,000 under $100,000",80
13026,"$100,000 under $200,000",90
13026,"$200,000 or more",**
,,
13027,,"16,320"
13027,"$1 under $25,000",5230
13027,"$25,000 under $50,000",3410
13027,"$50,000 under $75,000",2400
13027,"$75,000 under $100,000",1780
13027,"$100,000 under $200,000",2880
13027,"$200,000 or more",620
,,
13028,,570
13028,"$1 under $25,000",210
13028,"$25,000 under $50,000",150
13028,"$50,000 under $75,000",100
13028,"$75,000 under $100,000",60
13028,"$100,000 under $200,000",50
13028,"$200,000 or more",**
,,
13029,,"3,480"
13029,"$1 under $25,000",1210
13029,"$25,000 under $50,000",690
13029,"$50,000 under $75,000",530
13029,"$75,000 under $100,000",400
13029,"$100,000 under $200,000",540
13029,"$200,000 or more",110
,,
13030,,"2,030"
13030,"$1 under $25,000",760
13030,"$25,000 under $50,000",500
13030,"$50,000 under $75,000",340
13030,"$75,000 under $100,000",200
13030,"$100,000 under $200,000",200
13030,"$200,000 or more",30
,,
13031,,"8,290"
13031,"$1 under $25,000",2710
13031,"$25,000 under $50,000",1760
13031,"$50,000 under $75,000",1310
13031,"$75,000 under $100,000",920
13031,"$100,000 under $200,000",1310
13031,"$200,000 or more",280
,,
13032,,"5,860"
13032,"$1 under $25,000",2330
13032,"$25,000 under $50,000",1490
13032,"$50,000 under $75,000",890
13032,"$75,000 under $100,000",540
13032,"$100,000 under $200,000",540
13032,"$200,000 or more",70
,,
13033,,"1,720"
13033,"$1 under $25,000",620
13033,"$25,000 under $50,000",440
13033,"$50,000 under $75,000",300
13033,"$75,000 under $100,000",190
13033,"$100,000 under $200,000",170
13033,"$200,000 or more",**
,,
13034,,900
13034,"$1 under $25,000",340
13034,"$25,000 under $50,000",200
13034,"$50,000 under $75,000",140
13034,"$75,000 under $100,000",110
13034,"$100,000 under $200,000",110
13034,"$200,000 or more",**
,,
13035,,"3,820"
13035,"$1 under $25,000",1240
13035,"$25,000 under $50,000",640
13035,"$50,000 under $75,000",520
13035,"$75,000 under $100,000",410
13035,"$100,000 under $200,000",690
13035,"$200,000 or more",320
,,
13036,,"4,180"
13036,"$1 under $25,000",1580
13036,"$25,000 under $50,000",1080
13036,"$50,000 under $75,000",630
13036,"$75,000 under $100,000",430
13036,"$100,000 under $200,000",410
13036,"$200,000 or more",50
,,
13037,,"4,350"
13037,"$1 under $25,000",1590
13037,"$25,000 under $50,000",1000
13037,"$50,000 under $75,000",640
13037,"$75,000 under $100,000",410
13037,"$100,000 under $200,000",610
13037,"$200,000 or more",100
,,
13039,,"8,650"
13039,"$1 under $25,000",2740
13039,"$25,000 under $50,000",1650
13039,"$50,000 under $75,000",1280
13039,"$75,000 under $100,000",1090
13039,"$100,000 under $200,000",1620
13039,"$200,000 or more",270
,,
13040,,"1,170"
13040,"$1 under $25,000",460
13040,"$25,000 under $50,000",320
13040,"$50,000 under $75,000",210
13040,"$75,000 under $100,000",90
13040,"$100,000 under $200,000",90
13040,"$200,000 or more",**
,,
13041,,"5,470"
13041,"$1 under $25,000",1660
13041,"$25,000 under $50,000",1140
13041,"$50,000 under $75,000",960
13041,"$75,000 under $100,000",760
13041,"$100,000 under $200,000",870
13041,"$200,000 or more",80
,,
13042,,"1,040"
13042,"$1 under $25,000",410
13042,"$25,000 under $50,000",260
13042,"$50,000 under $75,000",180
13042,"$75,000 under $100,000",90
13042,"$100,000 under $200,000",100
13042,"$200,000 or more",**
,,
13044,,"1,270"
13044,"$1 under $25,000",490
13044,"$25,000 under $50,000",310
13044,"$50,000 under $75,000",200
13044,"$75,000 under $100,000",130
13044,"$100,000 under $200,000",140
13044,"$200,000 or more",**
,,
13045,,"11,370"
13045,"$1 under $25,000",4700
13045,"$25,000 under $50,000",2840
13045,"$50,000 under $75,000",1630
13045,"$75,000 under $100,000",990
13045,"$100,000 under $200,000",1040
13045,"$200,000 or more",170
,,
13052,,890
13052,"$1 under $25,000",340
13052,"$25,000 under $50,000",240
13052,"$50,000 under $75,000",130
13052,"$75,000 under $100,000",90
13052,"$100,000 under $200,000",90
13052,"$200,000 or more",**
,,
13053,,"2,210"
13053,"$1 under $25,000",820
13053,"$25,000 under $50,000",490
13053,"$50,000 under $75,000",320
13053,"$75,000 under $100,000",230
13053,"$100,000 under $200,000",300
13053,"$200,000 or more",50
,,
13054,,720
13054,"$1 under $25,000",300
13054,"$25,000 under $50,000",180
13054,"$50,000 under $75,000",110
13054,"$75,000 under $100,000",80
13054,"$100,000 under $200,000",50
13054,"$200,000 or more",**
,,
13057,,"7,940"
13057,"$1 under $25,000",2940
13057,"$25,000 under $50,000",2100
13057,"$50,000 under $75,000",1200
13057,"$75,000 under $100,000",770
13057,"$100,000 under $200,000",810
13057,"$200,000 or more",120
,,
13060,,"1,470"
13060,"$1 under $25,000",620
13060,"$25,000 under $50,000",340
13060,"$50,000 under $75,000",200
13060,"$75,000 under $100,000",140
13060,"$100,000 under $200,000",150
13060,"$200,000 or more",20
,,
13061,,510
13061,"$1 under $25,000",180
13061,"$25,000 under $50,000",110
13061,"$50,000 under $75,000",90
13061,"$75,000 under $100,000",60
13061,"$100,000 under $200,000",70
13061,"$200,000 or more",**
,,
13063,,920
13063,"$1 under $25,000",320
13063,"$25,000 under $50,000",190
13063,"$50,000 under $75,000",110
13063,"$75,000 under $100,000",120
13063,"$100,000 under $200,000",160
13063,"$200,000 or more",20
,,
13066,,"6,460"
13066,"$1 under $25,000",1840
13066,"$25,000 under $50,000",1030
13066,"$50,000 under $75,000",810
13066,"$75,000 under $100,000",690
13066,"$100,000 under $200,000",1300
13066,"$200,000 or more",790
,,
13068,,"2,510"
13068,"$1 under $25,000",880
13068,"$25,000 under $50,000",640
13068,"$50,000 under $75,000",400
13068,"$75,000 under $100,000",250
13068,"$100,000 under $200,000",300
13068,"$200,000 or more",40
,,
13069,,"10,750"
13069,"$1 under $25,000",4570
13069,"$25,000 under $50,000",2840
13069,"$50,000 under $75,000",1550
13069,"$75,000 under $100,000",860
13069,"$100,000 under $200,000",840
13069,"$200,000 or more",90
,,
13071,,480
13071,"$1 under $25,000",180
13071,"$25,000 under $50,000",130
13071,"$50,000 under $75,000",70
13071,"$75,000 under $100,000",50
13071,"$100,000 under $200,000",50
13071,"$200,000 or more",**
,,
13072,,370
13072,"$1 under $25,000",160
13072,"$25,000 under $50,000",110
13072,"$50,000 under $75,000",50
13072,"$75,000 under $100,000",50
13072,"$100,000 under $200,000",**
13072,"$200,000 or more",0
,,
13073,,"3,030"
13073,"$1 under $25,000",1130
13073,"$25,000 under $50,000",760
13073,"$50,000 under $75,000",500
13073,"$75,000 under $100,000",290
13073,"$100,000 under $200,000",320
13073,"$200,000 or more",30
,,
13074,,"1,910"
13074,"$1 under $25,000",800
13074,"$25,000 under $50,000",510
13074,"$50,000 under $75,000",290
13074,"$75,000 under $100,000",160
13074,"$100,000 under $200,000",150
13074,"$200,000 or more",**
,,
13076,,"1,130"
13076,"$1 under $25,000",460
13076,"$25,000 under $50,000",270
13076,"$50,000 under $75,000",160
13076,"$75,000 under $100,000",120
13076,"$100,000 under $200,000",120
13076,"$200,000 or more",**
,,
13077,,"3,200"
13077,"$1 under $25,000",1170
13077,"$25,000 under $50,000",830
13077,"$50,000 under $75,000",500
13077,"$75,000 under $100,000",320
13077,"$100,000 under $200,000",330
13077,"$200,000 or more",50
,,
13078,,"4,430"
13078,"$1 under $25,000",1240
13078,"$25,000 under $50,000",750
13078,"$50,000 under $75,000",540
13078,"$75,000 under $100,000",450
13078,"$100,000 under $200,000",880
13078,"$200,000 or more",570
,,
13080,,"1,820"
13080,"$1 under $25,000",710
13080,"$25,000 under $50,000",440
13080,"$50,000 under $75,000",290
13080,"$75,000 under $100,000",170
13080,"$100,000 under $200,000",190
13080,"$200,000 or more",20
,,
13081,,510
13081,"$1 under $25,000",170
13081,"$25,000 under $50,000",120
13081,"$50,000 under $75,000",80
13081,"$75,000 under $100,000",60
13081,"$100,000 under $200,000",80
13081,"$200,000 or more",**
,,
13082,,"2,360"
13082,"$1 under $25,000",910
13082,"$25,000 under $50,000",590
13082,"$50,000 under $75,000",340
13082,"$75,000 under $100,000",260
13082,"$100,000 under $200,000",240
13082,"$200,000 or more",20
,,
13083,,780
13083,"$1 under $25,000",300
13083,"$25,000 under $50,000",190
13083,"$50,000 under $75,000",130
13083,"$75,000 under $100,000",90
13083,"$100,000 under $200,000",70
13083,"$200,000 or more",**
,,
13084,,"2,200"
13084,"$1 under $25,000",730
13084,"$25,000 under $50,000",500
13084,"$50,000 under $75,000",350
13084,"$75,000 under $100,000",250
13084,"$100,000 under $200,000",300
13084,"$200,000 or more",70
,,
13088,,"11,820"
13088,"$1 under $25,000",4130
13088,"$25,000 under $50,000",3360
13088,"$50,000 under $75,000",1940
13088,"$75,000 under $100,000",1130
13088,"$100,000 under $200,000",1130
13088,"$200,000 or more",130
,,
13090,,"15,420"
13090,"$1 under $25,000",5130
13090,"$25,000 under $50,000",3450
13090,"$50,000 under $75,000",2420
13090,"$75,000 under $100,000",1710
13090,"$100,000 under $200,000",2410
13090,"$200,000 or more",300
,,
13092,,"1,130"
13092,"$1 under $25,000",420
13092,"$25,000 under $50,000",300
13092,"$50,000 under $75,000",170
13092,"$75,000 under $100,000",120
13092,"$100,000 under $200,000",120
13092,"$200,000 or more",**
,,
13101,,"1,180"
13101,"$1 under $25,000",480
13101,"$25,000 under $50,000",300
13101,"$50,000 under $75,000",200
13101,"$75,000 under $100,000",110
13101,"$100,000 under $200,000",90
13101,"$200,000 or more",**
,,
13103,,170
13103,"$1 under $25,000",90
13103,"$25,000 under $50,000",50
13103,"$50,000 under $75,000",30
13103,"$75,000 under $100,000",**
13103,"$100,000 under $200,000",**
13103,"$200,000 or more",0
,,
13104,,"7,680"
13104,"$1 under $25,000",2300
13104,"$25,000 under $50,000",1190
13104,"$50,000 under $75,000",820
13104,"$75,000 under $100,000",690
13104,"$100,000 under $200,000",1610
13104,"$200,000 or more",1070
,,
13108,,"3,130"
13108,"$1 under $25,000",1010
13108,"$25,000 under $50,000",610
13108,"$50,000 under $75,000",440
13108,"$75,000 under $100,000",350
13108,"$100,000 under $200,000",610
13108,"$200,000 or more",110
,,
13110,,"1,150"
13110,"$1 under $25,000",330
13110,"$25,000 under $50,000",280
13110,"$50,000 under $75,000",210
13110,"$75,000 under $100,000",130
13110,"$100,000 under $200,000",170
13110,"$200,000 or more",30
,,
13111,,710
13111,"$1 under $25,000",290
13111,"$25,000 under $50,000",200
13111,"$50,000 under $75,000",120
13111,"$75,000 under $100,000",60
13111,"$100,000 under $200,000",40
13111,"$200,000 or more",**
,,
13112,,910
13112,"$1 under $25,000",320
13112,"$25,000 under $50,000",200
13112,"$50,000 under $75,000",150
13112,"$75,000 under $100,000",90
13112,"$100,000 under $200,000",150
13112,"$200,000 or more",**
,,
13114,,"2,960"
13114,"$1 under $25,000",1140
13114,"$25,000 under $50,000",720
13114,"$50,000 under $75,000",440
13114,"$75,000 under $100,000",290
13114,"$100,000 under $200,000",350
13114,"$200,000 or more",20
,,
13116,,"1,790"
13116,"$1 under $25,000",620
13116,"$25,000 under $50,000",430
13116,"$50,000 under $75,000",280
13116,"$75,000 under $100,000",220
13116,"$100,000 under $200,000",240
13116,"$200,000 or more",**
,,
13118,,"2,440"
13118,"$1 under $25,000",900
13118,"$25,000 under $50,000",620
13118,"$50,000 under $75,000",410
13118,"$75,000 under $100,000",250
13118,"$100,000 under $200,000",230
13118,"$200,000 or more",30
,,
13120,,"1,050"
13120,"$1 under $25,000",420
13120,"$25,000 under $50,000",290
13120,"$50,000 under $75,000",190
13120,"$75,000 under $100,000",80
13120,"$100,000 under $200,000",70
13120,"$200,000 or more",**
,,
13122,,520
13122,"$1 under $25,000",180
13122,"$25,000 under $50,000",130
13122,"$50,000 under $75,000",70
13122,"$75,000 under $100,000",60
13122,"$100,000 under $200,000",80
13122,"$200,000 or more",**
,,
13126,,"14,410"
13126,"$1 under $25,000",5770
13126,"$25,000 under $50,000",3210
13126,"$50,000 under $75,000",2080
13126,"$75,000 under $100,000",1360
13126,"$100,000 under $200,000",1780
13126,"$200,000 or more",210
,,
13131,,"1,700"
13131,"$1 under $25,000",650
13131,"$25,000 under $50,000",460
13131,"$50,000 under $75,000",270
13131,"$75,000 under $100,000",170
13131,"$100,000 under $200,000",150
13131,"$200,000 or more",**
,,
13132,,"1,900"
13132,"$1 under $25,000",710
13132,"$25,000 under $50,000",460
13132,"$50,000 under $75,000",270
13132,"$75,000 under $100,000",200
13132,"$100,000 under $200,000",240
13132,"$200,000 or more",20
,,
13135,,"3,110"
13135,"$1 under $25,000",1210
13135,"$25,000 under $50,000",740
13135,"$50,000 under $75,000",470
13135,"$75,000 under $100,000",290
13135,"$100,000 under $200,000",350
13135,"$200,000 or more",50
,,
13136,,220
13136,"$1 under $25,000",110
13136,"$25,000 under $50,000",60
13136,"$50,000 under $75,000",30
13136,"$75,000 under $100,000",20
13136,"$100,000 under $200,000",**
13136,"$200,000 or more",**
,,
13140,,"1,980"
13140,"$1 under $25,000",840
13140,"$25,000 under $50,000",530
13140,"$50,000 under $75,000",310
13140,"$75,000 under $100,000",160
13140,"$100,000 under $200,000",140
13140,"$200,000 or more",**
,,
13141,,340
13141,"$1 under $25,000",130
13141,"$25,000 under $50,000",100
13141,"$50,000 under $75,000",50
13141,"$75,000 under $100,000",30
13141,"$100,000 under $200,000",30
13141,"$200,000 or more",**
,,
13142,,"2,810"
13142,"$1 under $25,000",1130
13142,"$25,000 under $50,000",680
13142,"$50,000 under $75,000",420
13142,"$75,000 under $100,000",260
13142,"$100,000 under $200,000",290
13142,"$200,000 or more",30
,,
13143,,"1,130"
13143,"$1 under $25,000",450
13143,"$25,000 under $50,000",310
13143,"$50,000 under $75,000",180
13143,"$75,000 under $100,000",100
13143,"$100,000 under $200,000",90
13143,"$200,000 or more",**
,,
13144,,530
13144,"$1 under $25,000",230
13144,"$25,000 under $50,000",140
13144,"$50,000 under $75,000",90
13144,"$75,000 under $100,000",40
13144,"$100,000 under $200,000",30
13144,"$200,000 or more",**
,,
13145,,890
13145,"$1 under $25,000",380
13145,"$25,000 under $50,000",210
13145,"$50,000 under $75,000",130
13145,"$75,000 under $100,000",80
13145,"$100,000 under $200,000",90
13145,"$200,000 or more",**
,,
13146,,890
13146,"$1 under $25,000",350
13146,"$25,000 under $50,000",240
13146,"$50,000 under $75,000",160
13146,"$75,000 under $100,000",80
13146,"$100,000 under $200,000",60
13146,"$200,000 or more",**
,,
13147,,540
13147,"$1 under $25,000",210
13147,"$25,000 under $50,000",150
13147,"$50,000 under $75,000",90
13147,"$75,000 under $100,000",40
13147,"$100,000 under $200,000",50
13147,"$200,000 or more",**
,,
13148,,"4,990"
13148,"$1 under $25,000",2050
13148,"$25,000 under $50,000",1210
13148,"$50,000 under $75,000",690
13148,"$75,000 under $100,000",460
13148,"$100,000 under $200,000",510
13148,"$200,000 or more",70
,,
13152,,"3,990"
13152,"$1 under $25,000",1250
13152,"$25,000 under $50,000",630
13152,"$50,000 under $75,000",550
13152,"$75,000 under $100,000",380
13152,"$100,000 under $200,000",730
13152,"$200,000 or more",450
,,
13155,,310
13155,"$1 under $25,000",140
13155,"$25,000 under $50,000",80
13155,"$50,000 under $75,000",50
13155,"$75,000 under $100,000",40
13155,"$100,000 under $200,000",**
13155,"$200,000 or more",**
,,
13156,,810
13156,"$1 under $25,000",300
13156,"$25,000 under $50,000",180
13156,"$50,000 under $75,000",140
13156,"$75,000 under $100,000",90
13156,"$100,000 under $200,000",100
13156,"$200,000 or more",**
,,
13158,,660
13158,"$1 under $25,000",300
13158,"$25,000 under $50,000",160
13158,"$50,000 under $75,000",100
13158,"$75,000 under $100,000",60
13158,"$100,000 under $200,000",40
13158,"$200,000 or more",**
,,
13159,,"2,500"
13159,"$1 under $25,000",780
13159,"$25,000 under $50,000",560
13159,"$50,000 under $75,000",350
13159,"$75,000 under $100,000",290
13159,"$100,000 under $200,000",420
13159,"$200,000 or more",100
,,
13160,,950
13160,"$1 under $25,000",340
13160,"$25,000 under $50,000",230
13160,"$50,000 under $75,000",160
13160,"$75,000 under $100,000",100
13160,"$100,000 under $200,000",120
13160,"$200,000 or more",**
,,
13164,,"1,230"
13164,"$1 under $25,000",380
13164,"$25,000 under $50,000",250
13164,"$50,000 under $75,000",180
13164,"$75,000 under $100,000",160
13164,"$100,000 under $200,000",240
13164,"$200,000 or more",20
,,
13165,,"5,090"
13165,"$1 under $25,000",2190
13165,"$25,000 under $50,000",1320
13165,"$50,000 under $75,000",770
13165,"$75,000 under $100,000",430
13165,"$100,000 under $200,000",350
13165,"$200,000 or more",30
,,
13166,,"2,750"
13166,"$1 under $25,000",1070
13166,"$25,000 under $50,000",730
13166,"$50,000 under $75,000",440
13166,"$75,000 under $100,000",260
13166,"$100,000 under $200,000",230
13166,"$200,000 or more",20
,,
13167,,"1,570"
13167,"$1 under $25,000",570
13167,"$25,000 under $50,000",400
13167,"$50,000 under $75,000",240
13167,"$75,000 under $100,000",170
13167,"$100,000 under $200,000",190
13167,"$200,000 or more",**
,,
13202,,"1,800"
13202,"$1 under $25,000",1090
13202,"$25,000 under $50,000",330
13202,"$50,000 under $75,000",190
13202,"$75,000 under $100,000",70
13202,"$100,000 under $200,000",80
13202,"$200,000 or more",40
,,
13203,,"6,270"
13203,"$1 under $25,000",3470
13203,"$25,000 under $50,000",1620
13203,"$50,000 under $75,000",540
13203,"$75,000 under $100,000",240
13203,"$100,000 under $200,000",300
13203,"$200,000 or more",100
,,
13204,,"7,890"
13204,"$1 under $25,000",4650
13204,"$25,000 under $50,000",2130
13204,"$50,000 under $75,000",650
13204,"$75,000 under $100,000",240
13204,"$100,000 under $200,000",170
13204,"$200,000 or more",50
,,
13205,,"7,380"
13205,"$1 under $25,000",4070
13205,"$25,000 under $50,000",1990
13205,"$50,000 under $75,000",770
13205,"$75,000 under $100,000",300
13205,"$100,000 under $200,000",250
13205,"$200,000 or more",**
,,
13206,,"8,290"
13206,"$1 under $25,000",3670
13206,"$25,000 under $50,000",2520
13206,"$50,000 under $75,000",1190
13206,"$75,000 under $100,000",500
13206,"$100,000 under $200,000",370
13206,"$200,000 or more",40
,,
13207,,"6,030"
13207,"$1 under $25,000",2750
13207,"$25,000 under $50,000",1660
13207,"$50,000 under $75,000",790
13207,"$75,000 under $100,000",410
13207,"$100,000 under $200,000",360
13207,"$200,000 or more",60
,,
13208,,"9,280"
13208,"$1 under $25,000",5180
13208,"$25,000 under $50,000",2550
13208,"$50,000 under $75,000",910
13208,"$75,000 under $100,000",410
13208,"$100,000 under $200,000",230
13208,"$200,000 or more",**
,,
13209,,"6,830"
13209,"$1 under $25,000",2770
13209,"$25,000 under $50,000",1870
13209,"$50,000 under $75,000",1010
13209,"$75,000 under $100,000",590
13209,"$100,000 under $200,000",530
13209,"$200,000 or more",60
,,
13210,,"6,040"
13210,"$1 under $25,000",3120
13210,"$25,000 under $50,000",1350
13210,"$50,000 under $75,000",680
13210,"$75,000 under $100,000",380
13210,"$100,000 under $200,000",430
13210,"$200,000 or more",80
,,
13211,,"3,280"
13211,"$1 under $25,000",1440
13211,"$25,000 under $50,000",1070
13211,"$50,000 under $75,000",480
13211,"$75,000 under $100,000",190
13211,"$100,000 under $200,000",100
13211,"$200,000 or more",**
,,
13212,,"10,630"
13212,"$1 under $25,000",3940
13212,"$25,000 under $50,000",2970
13212,"$50,000 under $75,000",1700
13212,"$75,000 under $100,000",1040
13212,"$100,000 under $200,000",900
13212,"$200,000 or more",80
,,
13214,,"3,790"
13214,"$1 under $25,000",1300
13214,"$25,000 under $50,000",710
13214,"$50,000 under $75,000",600
13214,"$75,000 under $100,000",400
13214,"$100,000 under $200,000",650
13214,"$200,000 or more",130
,,
13215,,"7,150"
13215,"$1 under $25,000",2310
13215,"$25,000 under $50,000",1180
13215,"$50,000 under $75,000",950
13215,"$75,000 under $100,000",790
13215,"$100,000 under $200,000",1490
13215,"$200,000 or more",430
,,
13219,,"8,190"
13219,"$1 under $25,000",2750
13219,"$25,000 under $50,000",1960
13219,"$50,000 under $75,000",1420
13219,"$75,000 under $100,000",910
13219,"$100,000 under $200,000",1040
13219,"$200,000 or more",110
,,
13224,,"4,210"
13224,"$1 under $25,000",1710
13224,"$25,000 under $50,000",870
13224,"$50,000 under $75,000",530
13224,"$75,000 under $100,000",360
