"ZIP
code [1]",Size of adjusted gross income,Number of returns
,,
14422,,"1,090"
14422,"$1 under $25,000",400
14422,"$25,000 under $50,000",270
14422,"$50,000 under $75,000",190
14422,"$75,000 under $100,000",100
14422,"$100,000 under $200,000",130
14422,"$200,000 or more",**
,,
14423,,"2,370"
14423,"$1 under $25,000",880
14423,"$25,000 under $50,000",570
14423,"$50,000 under $75,000",360
14423,"$75,000 under $100,000",290
14423,"$100,000 under $200,000",230
14423,"$200,000 or more",40
,,
14424,,"13,270"
14424,"$1 under $25,000",5020
14424,"$25,000 under $50,000",3040
14424,"$50,000 under $75,000",1870
14424,"$75,000 under $100,000",1250
14424,"$100,000 under $200,000",1650
14424,"$200,000 or more",440
,,
14425,,"5,610"
14425,"$1 under $25,000",1990
14425,"$25,000 under $50,000",1300
14425,"$50,000 under $75,000",870
14425,"$75,000 under $100,000",640
14425,"$100,000 under $200,000",730
14425,"$200,000 or more",80
,,
14427,,950
14427,"$1 under $25,000",380
14427,"$25,000 under $50,000",250
14427,"$50,000 under $75,000",160
14427,"$75,000 under $100,000",90
14427,"$100,000 under $200,000",70
14427,"$200,000 or more",**
,,
14428,,"4,380"
14428,"$1 under $25,000",1470
14428,"$25,000 under $50,000",1010
14428,"$50,000 under $75,000",670
14428,"$75,000 under $100,000",530
14428,"$100,000 under $200,000",630
14428,"$200,000 or more",70
,,
14432,,"2,600"
14432,"$1 under $25,000",1010
14432,"$25,000 under $50,000",690
14432,"$50,000 under $75,000",400
14432,"$75,000 under $100,000",250
14432,"$100,000 under $200,000",230
14432,"$200,000 or more",20
,,
14433,,"2,020"
14433,"$1 under $25,000",840
14433,"$25,000 under $50,000",590
14433,"$50,000 under $75,000",290
14433,"$75,000 under $100,000",160
14433,"$100,000 under $200,000",140
14433,"$200,000 or more",**
,,
14435,,"1,460"
14435,"$1 under $25,000",480
14435,"$25,000 under $50,000",350
14435,"$50,000 under $75,000",230
14435,"$75,000 under $100,000",180
14435,"$100,000 under $200,000",190
14435,"$200,000 or more",30
,,
14437,,"4,380"
14437,"$1 under $25,000",1790
14437,"$25,000 under $50,000",1180
14437,"$50,000 under $75,000",650
14437,"$75,000 under $100,000",370
14437,"$100,000 under $200,000",350
14437,"$200,000 or more",40
,,
14441,,180
14441,"$1 under $25,000",80
14441,"$25,000 under $50,000",70
14441,"$50,000 under $75,000",**
14441,"$75,000 under $100,000",30
14441,"$100,000 under $200,000",**
14441,"$200,000 or more",**
,,
14445,,"4,030"
14445,"$1 under $25,000",1740
14445,"$25,000 under $50,000",1160
14445,"$50,000 under $75,000",600
14445,"$75,000 under $100,000",270
14445,"$100,000 under $200,000",230
14445,"$200,000 or more",30
,,
14450,,"21,330"
14450,"$1 under $25,000",6700
14450,"$25,000 under $50,000",3820
14450,"$50,000 under $75,000",2830
14450,"$75,000 under $100,000",2530
14450,"$100,000 under $200,000",4300
14450,"$200,000 or more",1150
,,
14454,,"2,950"
14454,"$1 under $25,000",1010
14454,"$25,000 under $50,000",610
14454,"$50,000 under $75,000",450
14454,"$75,000 under $100,000",320
14454,"$100,000 under $200,000",470
14454,"$200,000 or more",90
,,
14456,,"8,770"
14456,"$1 under $25,000",3990
14456,"$25,000 under $50,000",2130
14456,"$50,000 under $75,000",1100
14456,"$75,000 under $100,000",690
14456,"$100,000 under $200,000",720
14456,"$200,000 or more",140
,,
14462,,300
14462,"$1 under $25,000",100
14462,"$25,000 under $50,000",70
14462,"$50,000 under $75,000",60
14462,"$75,000 under $100,000",40
14462,"$100,000 under $200,000",30
14462,"$200,000 or more",**
,,
14464,,"3,440"
14464,"$1 under $25,000",1320
14464,"$25,000 under $50,000",880
14464,"$50,000 under $75,000",520
14464,"$75,000 under $100,000",380
14464,"$100,000 under $200,000",310
14464,"$200,000 or more",30
,,
14466,,870
14466,"$1 under $25,000",330
14466,"$25,000 under $50,000",190
14466,"$50,000 under $75,000",150
14466,"$75,000 under $100,000",110
14466,"$100,000 under $200,000",90
14466,"$200,000 or more",**
,,
14467,,"4,800"
14467,"$1 under $25,000",1760
14467,"$25,000 under $50,000",1130
14467,"$50,000 under $75,000",750
14467,"$75,000 under $100,000",520
14467,"$100,000 under $200,000",560
14467,"$200,000 or more",80
,,
14468,,"9,210"
14468,"$1 under $25,000",3110
14468,"$25,000 under $50,000",2080
14468,"$50,000 under $75,000",1480
14468,"$75,000 under $100,000",1130
14468,"$100,000 under $200,000",1250
14468,"$200,000 or more",160
,,
14469,,"2,940"
14469,"$1 under $25,000",1100
14469,"$25,000 under $50,000",690
14469,"$50,000 under $75,000",450
14469,"$75,000 under $100,000",340
14469,"$100,000 under $200,000",300
14469,"$200,000 or more",60
,,
14470,,"3,800"
14470,"$1 under $25,000",1500
14470,"$25,000 under $50,000",1020
14470,"$50,000 under $75,000",630
14470,"$75,000 under $100,000",360
14470,"$100,000 under $200,000",290
14470,"$200,000 or more",**
,,
14471,,"1,400"
14471,"$1 under $25,000",520
14471,"$25,000 under $50,000",340
14471,"$50,000 under $75,000",240
14471,"$75,000 under $100,000",140
14471,"$100,000 under $200,000",140
14471,"$200,000 or more",20
,,
14472,,"4,330"
14472,"$1 under $25,000",1400
14472,"$25,000 under $50,000",730
14472,"$50,000 under $75,000",510
14472,"$75,000 under $100,000",390
14472,"$100,000 under $200,000",880
14472,"$200,000 or more",420
,,
14475,,180
14475,"$1 under $25,000",60
14475,"$25,000 under $50,000",30
14475,"$50,000 under $75,000",30
14475,"$75,000 under $100,000",20
14475,"$100,000 under $200,000",40
14475,"$200,000 or more",**
,,
14476,,"1,020"
14476,"$1 under $25,000",350
14476,"$25,000 under $50,000",250
14476,"$50,000 under $75,000",210
14476,"$75,000 under $100,000",100
14476,"$100,000 under $200,000",110
14476,"$200,000 or more",**
,,
14477,,800
14477,"$1 under $25,000",340
14477,"$25,000 under $50,000",200
14477,"$50,000 under $75,000",110
14477,"$75,000 under $100,000",80
14477,"$100,000 under $200,000",70
14477,"$200,000 or more",**
,,
14478,,470
14478,"$1 under $25,000",170
14478,"$25,000 under $50,000",100
14478,"$50,000 under $75,000",80
14478,"$75,000 under $100,000",50
14478,"$100,000 under $200,000",70
14478,"$200,000 or more",**
,,
14480,,490
14480,"$1 under $25,000",230
14480,"$25,000 under $50,000",100
14480,"$50,000 under $75,000",70
14480,"$75,000 under $100,000",40
14480,"$100,000 under $200,000",50
14480,"$200,000 or more",**
,,
14481,,920
14481,"$1 under $25,000",340
14481,"$25,000 under $50,000",250
14481,"$50,000 under $75,000",170
14481,"$75,000 under $100,000",90
14481,"$100,000 under $200,000",70
14481,"$200,000 or more",**
,,
14482,,"4,090"
14482,"$1 under $25,000",1610
14482,"$25,000 under $50,000",1010
14482,"$50,000 under $75,000",640
14482,"$75,000 under $100,000",400
14482,"$100,000 under $200,000",370
14482,"$200,000 or more",60
,,
14485,,"2,030"
14485,"$1 under $25,000",780
14485,"$25,000 under $50,000",480
14485,"$50,000 under $75,000",310
14485,"$75,000 under $100,000",220
14485,"$100,000 under $200,000",210
14485,"$200,000 or more",30
,,
14486,,150
14486,"$1 under $25,000",50
14486,"$25,000 under $50,000",40
14486,"$50,000 under $75,000",30
14486,"$75,000 under $100,000",30
14486,"$100,000 under $200,000",**
14486,"$200,000 or more",**
,,
14487,,"2,920"
14487,"$1 under $25,000",1070
14487,"$25,000 under $50,000",620
14487,"$50,000 under $75,000",430
14487,"$75,000 under $100,000",340
14487,"$100,000 under $200,000",400
14487,"$200,000 or more",60
,,
14489,,"3,250"
14489,"$1 under $25,000",1390
14489,"$25,000 under $50,000",920
14489,"$50,000 under $75,000",490
14489,"$75,000 under $100,000",250
14489,"$100,000 under $200,000",200
14489,"$200,000 or more",**
,,
14502,,"5,120"
14502,"$1 under $25,000",1750
14502,"$25,000 under $50,000",1100
14502,"$50,000 under $75,000",770
14502,"$75,000 under $100,000",580
14502,"$100,000 under $200,000",820
14502,"$200,000 or more",100
,,
14504,,900
14504,"$1 under $25,000",400
14504,"$25,000 under $50,000",260
14504,"$50,000 under $75,000",150
14504,"$75,000 under $100,000",50
14504,"$100,000 under $200,000",40
14504,"$200,000 or more",**
,,
14505,,"2,630"
14505,"$1 under $25,000",990
14505,"$25,000 under $50,000",660
14505,"$50,000 under $75,000",430
14505,"$75,000 under $100,000",310
14505,"$100,000 under $200,000",220
14505,"$200,000 or more",20
,,
14506,,610
14506,"$1 under $25,000",150
14506,"$25,000 under $50,000",80
14506,"$50,000 under $75,000",70
14506,"$75,000 under $100,000",80
14506,"$100,000 under $200,000",160
14506,"$200,000 or more",70
,,
14507,,650
14507,"$1 under $25,000",270
14507,"$25,000 under $50,000",170
14507,"$50,000 under $75,000",100
14507,"$75,000 under $100,000",60
14507,"$100,000 under $200,000",50
14507,"$200,000 or more",**
,,
14510,,"2,200"
14510,"$1 under $25,000",990
14510,"$25,000 under $50,000",570
14510,"$50,000 under $75,000",320
14510,"$75,000 under $100,000",190
14510,"$100,000 under $200,000",130
14510,"$200,000 or more",**
,,
14512,,"2,270"
14512,"$1 under $25,000",930
14512,"$25,000 under $50,000",530
14512,"$50,000 under $75,000",360
14512,"$75,000 under $100,000",220
14512,"$100,000 under $200,000",180
14512,"$200,000 or more",50
,,
14513,,"6,520"
14513,"$1 under $25,000",2870
14513,"$25,000 under $50,000",1740
14513,"$50,000 under $75,000",930
14513,"$75,000 under $100,000",520
14513,"$100,000 under $200,000",410
14513,"$200,000 or more",50
,,
14514,,"2,900"
14514,"$1 under $25,000",970
14514,"$25,000 under $50,000",660
14514,"$50,000 under $75,000",450
14514,"$75,000 under $100,000",360
14514,"$100,000 under $200,000",420
14514,"$200,000 or more",40
,,
14516,,"1,040"
14516,"$1 under $25,000",380
14516,"$25,000 under $50,000",300
14516,"$50,000 under $75,000",150
14516,"$75,000 under $100,000",100
14516,"$100,000 under $200,000",110
14516,"$200,000 or more",**
,,
14517,,"1,250"
14517,"$1 under $25,000",490
14517,"$25,000 under $50,000",330
14517,"$50,000 under $75,000",200
14517,"$75,000 under $100,000",120
14517,"$100,000 under $200,000",110
14517,"$200,000 or more",**
,,
14519,,"6,000"
14519,"$1 under $25,000",2080
14519,"$25,000 under $50,000",1310
14519,"$50,000 under $75,000",930
14519,"$75,000 under $100,000",710
14519,"$100,000 under $200,000",860
14519,"$200,000 or more",110
,,
14521,,"1,290"
14521,"$1 under $25,000",550
14521,"$25,000 under $50,000",370
14521,"$50,000 under $75,000",170
14521,"$75,000 under $100,000",90
14521,"$100,000 under $200,000",110
14521,"$200,000 or more",**
,,
14522,,"4,440"
14522,"$1 under $25,000",1710
14522,"$25,000 under $50,000",1210
14522,"$50,000 under $75,000",630
14522,"$75,000 under $100,000",430
14522,"$100,000 under $200,000",400
14522,"$200,000 or more",60
,,
14525,,"1,340"
14525,"$1 under $25,000",480
14525,"$25,000 under $50,000",360
14525,"$50,000 under $75,000",230
14525,"$75,000 under $100,000",160
14525,"$100,000 under $200,000",110
14525,"$200,000 or more",**
,,
14526,,"10,670"
14526,"$1 under $25,000",3290
14526,"$25,000 under $50,000",1850
14526,"$50,000 under $75,000",1460
14526,"$75,000 under $100,000",1250
14526,"$100,000 under $200,000",2170
14526,"$200,000 or more",650
,,
14527,,"5,790"
14527,"$1 under $25,000",2500
14527,"$25,000 under $50,000",1460
14527,"$50,000 under $75,000",800
14527,"$75,000 under $100,000",490
14527,"$100,000 under $200,000",460
14527,"$200,000 or more",80
,,
14530,,"2,480"
14530,"$1 under $25,000",970
14530,"$25,000 under $50,000",740
14530,"$50,000 under $75,000",390
14530,"$75,000 under $100,000",210
14530,"$100,000 under $200,000",150
14530,"$200,000 or more",20
,,
14532,,"2,230"
14532,"$1 under $25,000",880
14532,"$25,000 under $50,000",600
14532,"$50,000 under $75,000",310
14532,"$75,000 under $100,000",230
14532,"$100,000 under $200,000",190
14532,"$200,000 or more",20
,,
14533,,740
14533,"$1 under $25,000",270
14533,"$25,000 under $50,000",200
14533,"$50,000 under $75,000",120
14533,"$75,000 under $100,000",80
14533,"$100,000 under $200,000",70
14533,"$200,000 or more",**
,,
14534,,"16,000"
14534,"$1 under $25,000",4290
14534,"$25,000 under $50,000",1930
14534,"$50,000 under $75,000",1800
14534,"$75,000 under $100,000",1680
14534,"$100,000 under $200,000",3770
14534,"$200,000 or more",2530
,,
14536,,280
14536,"$1 under $25,000",110
14536,"$25,000 under $50,000",80
14536,"$50,000 under $75,000",50
14536,"$75,000 under $100,000",40
14536,"$100,000 under $200,000",**
14536,"$200,000 or more",0
,,
14541,,"1,010"
14541,"$1 under $25,000",370
14541,"$25,000 under $50,000",260
14541,"$50,000 under $75,000",160
14541,"$75,000 under $100,000",100
14541,"$100,000 under $200,000",100
14541,"$200,000 or more",20
,,
14543,,"1,740"
14543,"$1 under $25,000",540
14543,"$25,000 under $50,000",360
14543,"$50,000 under $75,000",280
14543,"$75,000 under $100,000",210
14543,"$100,000 under $200,000",290
14543,"$200,000 or more",60
,,
14544,,900
14544,"$1 under $25,000",360
14544,"$25,000 under $50,000",230
14544,"$50,000 under $75,000",130
14544,"$75,000 under $100,000",80
14544,"$100,000 under $200,000",80
14544,"$200,000 or more",20
,,
14546,,"2,420"
14546,"$1 under $25,000",820
14546,"$25,000 under $50,000",600
14546,"$50,000 under $75,000",400
14546,"$75,000 under $100,000",280
14546,"$100,000 under $200,000",260
14546,"$200,000 or more",60
,,
14548,,"1,960"
14548,"$1 under $25,000",780
14548,"$25,000 under $50,000",510
14548,"$50,000 under $75,000",310
14548,"$75,000 under $100,000",190
14548,"$100,000 under $200,000",170
14548,"$200,000 or more",**
,,
14550,,780
14550,"$1 under $25,000",300
14550,"$25,000 under $50,000",230
14550,"$50,000 under $75,000",120
14550,"$75,000 under $100,000",80
14550,"$100,000 under $200,000",50
14550,"$200,000 or more",**
,,
14551,,"2,550"
14551,"$1 under $25,000",1090
14551,"$25,000 under $50,000",730
14551,"$50,000 under $75,000",370
14551,"$75,000 under $100,000",200
14551,"$100,000 under $200,000",160
14551,"$200,000 or more",**
,,
14555,,500
14555,"$1 under $25,000",170
14555,"$25,000 under $50,000",130
14555,"$50,000 under $75,000",70
14555,"$75,000 under $100,000",50
14555,"$100,000 under $200,000",80
14555,"$200,000 or more",**
,,
14559,,"9,130"
14559,"$1 under $25,000",3200
14559,"$25,000 under $50,000",1920
14559,"$50,000 under $75,000",1390
14559,"$75,000 under $100,000",1000
14559,"$100,000 under $200,000",1370
14559,"$200,000 or more",250
,,
14560,,"1,040"
14560,"$1 under $25,000",390
14560,"$25,000 under $50,000",280
14560,"$50,000 under $75,000",170
14560,"$75,000 under $100,000",90
14560,"$100,000 under $200,000",110
14560,"$200,000 or more",**
,,
14561,,"1,330"
14561,"$1 under $25,000",510
14561,"$25,000 under $50,000",350
14561,"$50,000 under $75,000",230
14561,"$75,000 under $100,000",130
14561,"$100,000 under $200,000",110
14561,"$200,000 or more",**
,,
14564,,"7,210"
14564,"$1 under $25,000",2270
14564,"$25,000 under $50,000",1190
14564,"$50,000 under $75,000",920
14564,"$75,000 under $100,000",660
14564,"$100,000 under $200,000",1460
14564,"$200,000 or more",710
,,
14568,,"2,990"
14568,"$1 under $25,000",940
14568,"$25,000 under $50,000",640
14568,"$50,000 under $75,000",510
14568,"$75,000 under $100,000",410
14568,"$100,000 under $200,000",450
14568,"$200,000 or more",40
,,
14569,,"2,820"
14569,"$1 under $25,000",1120
14569,"$25,000 under $50,000",710
14569,"$50,000 under $75,000",450
14569,"$75,000 under $100,000",260
14569,"$100,000 under $200,000",240
14569,"$200,000 or more",40
,,
14571,,610
14571,"$1 under $25,000",240
14571,"$25,000 under $50,000",160
14571,"$50,000 under $75,000",90
14571,"$75,000 under $100,000",60
14571,"$100,000 under $200,000",60
14571,"$200,000 or more",**
,,
14572,,"2,300"
14572,"$1 under $25,000",980
14572,"$25,000 under $50,000",610
14572,"$50,000 under $75,000",370
14572,"$75,000 under $100,000",190
14572,"$100,000 under $200,000",150
14572,"$200,000 or more",**
,,
14580,,"26,460"
14580,"$1 under $25,000",8660
14580,"$25,000 under $50,000",4980
14580,"$50,000 under $75,000",3860
14580,"$75,000 under $100,000",3150
14580,"$100,000 under $200,000",4710
14580,"$200,000 or more",1100
,,
14585,,160
14585,"$1 under $25,000",70
14585,"$25,000 under $50,000",50
14585,"$50,000 under $75,000",40
14585,"$75,000 under $100,000",**
14585,"$100,000 under $200,000",**
14585,"$200,000 or more",**
,,
14586,,"4,810"
14586,"$1 under $25,000",1440
14586,"$25,000 under $50,000",1040
14586,"$50,000 under $75,000",840
14586,"$75,000 under $100,000",660
14586,"$100,000 under $200,000",780
14586,"$200,000 or more",50
,,
14589,,"3,640"
14589,"$1 under $25,000",1390
14589,"$25,000 under $50,000",870
14589,"$50,000 under $75,000",580
14589,"$75,000 under $100,000",360
14589,"$100,000 under $200,000",380
14589,"$200,000 or more",60
,,
14590,,"2,300"
14590,"$1 under $25,000",1020
14590,"$25,000 under $50,000",580
14590,"$50,000 under $75,000",330
14590,"$75,000 under $100,000",200
14590,"$100,000 under $200,000",170
14590,"$200,000 or more",**
,,
14591,,810
14591,"$1 under $25,000",310
14591,"$25,000 under $50,000",200
14591,"$50,000 under $75,000",140
14591,"$75,000 under $100,000",90
14591,"$100,000 under $200,000",70
14591,"$200,000 or more",**
,,
14604,,830
14604,"$1 under $25,000",430
14604,"$25,000 under $50,000",210
14604,"$50,000 under $75,000",80
14604,"$75,000 under $100,000",40
14604,"$100,000 under $200,000",40
14604,"$200,000 or more",30
,,
14605,,"3,940"
14605,"$1 under $25,000",2980
14605,"$25,000 under $50,000",760
14605,"$50,000 under $75,000",130
14605,"$75,000 under $100,000",30
14605,"$100,000 under $200,000",40
14605,"$200,000 or more",**
,,
14606,,"13,200"
14606,"$1 under $25,000",6320
14606,"$25,000 under $50,000",3740
14606,"$50,000 under $75,000",1690
14606,"$75,000 under $100,000",920
14606,"$100,000 under $200,000",500
14606,"$200,000 or more",30
,,
14607,,"7,930"
14607,"$1 under $25,000",3470
14607,"$25,000 under $50,000",2660
14607,"$50,000 under $75,000",910
14607,"$75,000 under $100,000",350
14607,"$100,000 under $200,000",390
14607,"$200,000 or more",150
,,
14608,,"4,700"
14608,"$1 under $25,000",3100
14608,"$25,000 under $50,000",1070
14608,"$50,000 under $75,000",300
14608,"$75,000 under $100,000",110
14608,"$100,000 under $200,000",100
14608,"$200,000 or more",20
,,
14609,,"19,780"
14609,"$1 under $25,000",9320
14609,"$25,000 under $50,000",5790
14609,"$50,000 under $75,000",2570
14609,"$75,000 under $100,000",1200
14609,"$100,000 under $200,000",840
14609,"$200,000 or more",60
,,
14610,,"7,740"
14610,"$1 under $25,000",2350
14610,"$25,000 under $50,000",1870
14610,"$50,000 under $75,000",1180
14610,"$75,000 under $100,000",730
14610,"$100,000 under $200,000",1030
14610,"$200,000 or more",580
,,
14611,,"6,520"
14611,"$1 under $25,000",4340
14611,"$25,000 under $50,000",1590
14611,"$50,000 under $75,000",390
14611,"$75,000 under $100,000",130
14611,"$100,000 under $200,000",70
14611,"$200,000 or more",**
,,
14612,,"17,900"
14612,"$1 under $25,000",6440
14612,"$25,000 under $50,000",4450
14612,"$50,000 under $75,000",2780
14612,"$75,000 under $100,000",1850
14612,"$100,000 under $200,000",2110
14612,"$200,000 or more",270
,,
14613,,"5,490"
14613,"$1 under $25,000",3420
14613,"$25,000 under $50,000",1390
14613,"$50,000 under $75,000",390
14613,"$75,000 under $100,000",160
14613,"$100,000 under $200,000",130
14613,"$200,000 or more",**
,,
14614,,190
14614,"$1 under $25,000",80
14614,"$25,000 under $50,000",40
14614,"$50,000 under $75,000",40
14614,"$75,000 under $100,000",**
14614,"$100,000 under $200,000",30
14614,"$200,000 or more",**
,,
14615,,"7,940"
14615,"$1 under $25,000",3740
14615,"$25,000 under $50,000",2520
14615,"$50,000 under $75,000",900
14615,"$75,000 under $100,000",460
14615,"$100,000 under $200,000",320
14615,"$200,000 or more",**
,,
14616,,"14,830"
14616,"$1 under $25,000",6070
14616,"$25,000 under $50,000",4470
14616,"$50,000 under $75,000",2250
14616,"$75,000 under $100,000",1130
14616,"$100,000 under $200,000",840
14616,"$200,000 or more",70
,,
14617,,"12,500"
14617,"$1 under $25,000",4270
14617,"$25,000 under $50,000",2900
14617,"$50,000 under $75,000",2130
14617,"$75,000 under $100,000",1420
14617,"$100,000 under $200,000",1570
14617,"$200,000 or more",210
,,
14618,,"10,520"
14618,"$1 under $25,000",2940
14618,"$25,000 under $50,000",1770
14618,"$50,000 under $75,000",1460
14618,"$75,000 under $100,000",1160
14618,"$100,000 under $200,000",2070
14618,"$200,000 or more",1120
,,
14619,,"6,630"
14619,"$1 under $25,000",3400
14619,"$25,000 under $50,000",2000
14619,"$50,000 under $75,000",740
14619,"$75,000 under $100,000",280
14619,"$100,000 under $200,000",210
14619,"$200,000 or more",**
,,
14620,,"10,740"
14620,"$1 under $25,000",4500
14620,"$25,000 under $50,000",3170
14620,"$50,000 under $75,000",1520
14620,"$75,000 under $100,000",700
14620,"$100,000 under $200,000",700
14620,"$200,000 or more",150
,,
14621,,"12,020"
14621,"$1 under $25,000",7790
14621,"$25,000 under $50,000",3080
14621,"$50,000 under $75,000",800
14621,"$75,000 under $100,000",230
14621,"$100,000 under $200,000",120
14621,"$200,000 or more",**
,,
14622,,"6,690"
14622,"$1 under $25,000",2460
14622,"$25,000 under $50,000",1860
14622,"$50,000 under $75,000",1140
14622,"$75,000 under $100,000",660
14622,"$100,000 under $200,000",500
14622,"$200,000 or more",70
,,
14623,,"9,490"
14623,"$1 under $25,000",3900
14623,"$25,000 under $50,000",2560
14623,"$50,000 under $75,000",1630
14623,"$75,000 under $100,000",790
14623,"$100,000 under $200,000",570
14623,"$200,000 or more",40
,,
14624,,"19,620"
14624,"$1 under $25,000",7080
14624,"$25,000 under $50,000",4920
14624,"$50,000 under $75,000",3190
14624,"$75,000 under $100,000",2130
14624,"$100,000 under $200,000",2090
14624,"$200,000 or more",210
,,
14625,,"5,680"
14625,"$1 under $25,000",1840
14625,"$25,000 under $50,000",1110
14625,"$50,000 under $75,000",800
14625,"$75,000 under $100,000",650
14625,"$100,000 under $200,000",1000
14625,"$200,000 or more",280
,,
14626,,"15,700"
14626,"$1 under $25,000",5900
14626,"$25,000 under $50,000",3720
14626,"$50,000 under $75,000",2400
14626,"$75,000 under $100,000",1640
14626,"$100,000 under $200,000",1730
14626,"$200,000 or more",310
,,
14701,,"16,800"
14701,"$1 under $25,000",8620
14701,"$25,000 under $50,000",3840
14701,"$50,000 under $75,000",2110
14701,"$75,000 under $100,000",1170
14701,"$100,000 under $200,000",920
14701,"$200,000 or more",140
,,
14706,,"2,770"
14706,"$1 under $25,000",1090
14706,"$25,000 under $50,000",610
14706,"$50,000 under $75,000",390
14706,"$75,000 under $100,000",260
14706,"$100,000 under $200,000",340
14706,"$200,000 or more",80
,,
14709,,650
14709,"$1 under $25,000",260
14709,"$25,000 under $50,000",190
14709,"$50,000 under $75,000",100
14709,"$75,000 under $100,000",50
14709,"$100,000 under $200,000",50
14709,"$200,000 or more",**
,,
14710,,"1,640"
14710,"$1 under $25,000",670
14710,"$25,000 under $50,000",380
14710,"$50,000 under $75,000",270
14710,"$75,000 under $100,000",150
14710,"$100,000 under $200,000",170
14710,"$200,000 or more",**
,,
14711,,710
14711,"$1 under $25,000",290
14711,"$25,000 under $50,000",190
14711,"$50,000 under $75,000",130
14711,"$75,000 under $100,000",60
14711,"$100,000 under $200,000",40
14711,"$200,000 or more",**
,,
14712,,"1,560"
14712,"$1 under $25,000",630
14712,"$25,000 under $50,000",310
14712,"$50,000 under $75,000",210
14712,"$75,000 under $100,000",140
14712,"$100,000 under $200,000",200
14712,"$200,000 or more",70
,,
14714,,180
14714,"$1 under $25,000",80
14714,"$25,000 under $50,000",50
14714,"$50,000 under $75,000",30
14714,"$75,000 under $100,000",20
14714,"$100,000 under $200,000",**
14714,"$200,000 or more",**
,,
14715,,"1,180"
14715,"$1 under $25,000",540
14715,"$25,000 under $50,000",300
14715,"$50,000 under $75,000",180
14715,"$75,000 under $100,000",90
14715,"$100,000 under $200,000",70
14715,"$200,000 or more",**
,,
14716,,990
14716,"$1 under $25,000",470
14716,"$25,000 under $50,000",270
14716,"$50,000 under $75,000",140
14716,"$75,000 under $100,000",70
14716,"$100,000 under $200,000",40
14716,"$200,000 or more",**
,,
14717,,280
14717,"$1 under $25,000",110
14717,"$25,000 under $50,000",80
14717,"$50,000 under $75,000",50
14717,"$75,000 under $100,000",40
14717,"$100,000 under $200,000",**
14717,"$200,000 or more",0
,,
14718,,970
14718,"$1 under $25,000",400
14718,"$25,000 under $50,000",240
14718,"$50,000 under $75,000",160
14718,"$75,000 under $100,000",90
14718,"$100,000 under $200,000",80
14718,"$200,000 or more",**
,,
14719,,"1,390"
14719,"$1 under $25,000",600
14719,"$25,000 under $50,000",360
14719,"$50,000 under $75,000",210
14719,"$75,000 under $100,000",120
14719,"$100,000 under $200,000",100
14719,"$200,000 or more",**
,,
14721,,100
14721,"$1 under $25,000",50
14721,"$25,000 under $50,000",20
14721,"$50,000 under $75,000",30
14721,"$75,000 under $100,000",**
14721,"$100,000 under $200,000",**
14721,"$200,000 or more",0
,,
14723,,560
14723,"$1 under $25,000",230
14723,"$25,000 under $50,000",150
14723,"$50,000 under $75,000",100
14723,"$75,000 under $100,000",50
14723,"$100,000 under $200,000",30
14723,"$200,000 or more",**
,,
14724,,990
14724,"$1 under $25,000",430
14724,"$25,000 under $50,000",260
14724,"$50,000 under $75,000",160
14724,"$75,000 under $100,000",80
14724,"$100,000 under $200,000",60
14724,"$200,000 or more",**
,,
14726,,420
14726,"$1 under $25,000",210
14726,"$25,000 under $50,000",110
14726,"$50,000 under $75,000",50
14726,"$75,000 under $100,000",50
14726,"$100,000 under $200,000",**
14726,"$200,000 or more",0
,,
14727,,"2,340"
14727,"$1 under $25,000",980
14727,"$25,000 under $50,000",560
14727,"$50,000 under $75,000",370
14727,"$75,000 under $100,000",220
14727,"$100,000 under $200,000",180
14727,"$200,000 or more",30
,,
14728,,490
14728,"$1 under $25,000",190
14728,"$25,000 under $50,000",120
14728,"$50,000 under $75,000",80
14728,"$75,000 under $100,000",50
14728,"$100,000 under $200,000",50
14728,"$200,000 or more",**
,,
14729,,440
14729,"$1 under $25,000",180
14729,"$25,000 under $50,000",140
14729,"$50,000 under $75,000",60
14729,"$75,000 under $100,000",30
14729,"$100,000 under $200,000",30
14729,"$200,000 or more",0
,,
14731,,770
14731,"$1 under $25,000",300
14731,"$25,000 under $50,000",150
14731,"$50,000 under $75,000",110
14731,"$75,000 under $100,000",70
14731,"$100,000 under $200,000",100
14731,"$200,000 or more",40
,,
14733,,"1,840"
14733,"$1 under $25,000",860
14733,"$25,000 under $50,000",480
14733,"$50,000 under $75,000",280
14733,"$75,000 under $100,000",120
14733,"$100,000 under $200,000",100
14733,"$200,000 or more",**
,,
14735,,"1,010"
14735,"$1 under $25,000",450
14735,"$25,000 under $50,000",260
14735,"$50,000 under $75,000",160
14735,"$75,000 under $100,000",60
14735,"$100,000 under $200,000",80
14735,"$200,000 or more",**
,,
14736,,260
14736,"$1 under $25,000",100
14736,"$25,000 under $50,000",70
14736,"$50,000 under $75,000",40
14736,"$75,000 under $100,000",30
14736,"$100,000 under $200,000",20
14736,"$200,000 or more",**
,,
14737,,"1,740"
14737,"$1 under $25,000",770
14737,"$25,000 under $50,000",480
14737,"$50,000 under $75,000",250
14737,"$75,000 under $100,000",140
14737,"$100,000 under $200,000",100
14737,"$200,000 or more",**
,,
14738,,"1,700"
14738,"$1 under $25,000",720
14738,"$25,000 under $50,000",430
14738,"$50,000 under $75,000",270
14738,"$75,000 under $100,000",170
14738,"$100,000 under $200,000",110
