"ZIP
code [1]",Size of adjusted gross income,Number of returns
11205,"$100,000 under $200,000",1570
11205,"$200,000 or more",540
,,
11206,,"34,230"
11206,"$1 under $25,000",19310
11206,"$25,000 under $50,000",9160
11206,"$50,000 under $75,000",3470
11206,"$75,000 under $100,000",1250
11206,"$100,000 under $200,000",870
11206,"$200,000 or more",170
,,
11207,,"39,630"
11207,"$1 under $25,000",22850
11207,"$25,000 under $50,000",10310
11207,"$50,000 under $75,000",3950
11207,"$75,000 under $100,000",1580
11207,"$100,000 under $200,000",890
11207,"$200,000 or more",50
,,
11208,,"40,780"
11208,"$1 under $25,000",24290
11208,"$25,000 under $50,000",10530
11208,"$50,000 under $75,000",3700
11208,"$75,000 under $100,000",1410
11208,"$100,000 under $200,000",810
11208,"$200,000 or more",40
,,
11209,,"33,240"
11209,"$1 under $25,000",11510
11209,"$25,000 under $50,000",6970
11209,"$50,000 under $75,000",5490
11209,"$75,000 under $100,000",3530
11209,"$100,000 under $200,000",4380
11209,"$200,000 or more",1360
,,
11210,,"28,500"
11210,"$1 under $25,000",12310
11210,"$25,000 under $50,000",7440
11210,"$50,000 under $75,000",3730
11210,"$75,000 under $100,000",1930
11210,"$100,000 under $200,000",2200
11210,"$200,000 or more",890
,,
11211,,"29,530"
11211,"$1 under $25,000",12320
11211,"$25,000 under $50,000",7450
11211,"$50,000 under $75,000",4260
11211,"$75,000 under $100,000",2130
11211,"$100,000 under $200,000",2490
11211,"$200,000 or more",880
,,
11212,,"35,900"
11212,"$1 under $25,000",20710
11212,"$25,000 under $50,000",9880
11212,"$50,000 under $75,000",3390
11212,"$75,000 under $100,000",1220
11212,"$100,000 under $200,000",670
11212,"$200,000 or more",30
,,
11213,,"27,570"
11213,"$1 under $25,000",14630
11213,"$25,000 under $50,000",7610
11213,"$50,000 under $75,000",3090
11213,"$75,000 under $100,000",1210
11213,"$100,000 under $200,000",870
11213,"$200,000 or more",160
,,
11214,,"37,860"
11214,"$1 under $25,000",19080
11214,"$25,000 under $50,000",8710
11214,"$50,000 under $75,000",4550
11214,"$75,000 under $100,000",2590
11214,"$100,000 under $200,000",2510
11214,"$200,000 or more",420
,,
11215,,"35,630"
11215,"$1 under $25,000",9000
11215,"$25,000 under $50,000",7300
11215,"$50,000 under $75,000",5790
11215,"$75,000 under $100,000",3620
11215,"$100,000 under $200,000",6020
11215,"$200,000 or more",3900
,,
11216,,"26,650"
11216,"$1 under $25,000",12590
11216,"$25,000 under $50,000",7690
11216,"$50,000 under $75,000",3610
11216,"$75,000 under $100,000",1440
11216,"$100,000 under $200,000",1130
11216,"$200,000 or more",190
,,
11217,,"18,250"
11217,"$1 under $25,000",4970
11217,"$25,000 under $50,000",3960
11217,"$50,000 under $75,000",2950
11217,"$75,000 under $100,000",1830
11217,"$100,000 under $200,000",2770
11217,"$200,000 or more",1770
,,
11218,,"32,160"
11218,"$1 under $25,000",14840
11218,"$25,000 under $50,000",7120
11218,"$50,000 under $75,000",4220
11218,"$75,000 under $100,000",2440
11218,"$100,000 under $200,000",2810
11218,"$200,000 or more",730
,,
11219,,"32,400"
11219,"$1 under $25,000",20960
11219,"$25,000 under $50,000",6030
11219,"$50,000 under $75,000",2510
11219,"$75,000 under $100,000",1170
11219,"$100,000 under $200,000",1290
11219,"$200,000 or more",440
,,
11220,,"50,490"
11220,"$1 under $25,000",35850
11220,"$25,000 under $50,000",8450
11220,"$50,000 under $75,000",3160
11220,"$75,000 under $100,000",1460
11220,"$100,000 under $200,000",1330
11220,"$200,000 or more",240
,,
11221,,"35,060"
11221,"$1 under $25,000",19390
11221,"$25,000 under $50,000",9510
11221,"$50,000 under $75,000",3730
11221,"$75,000 under $100,000",1450
11221,"$100,000 under $200,000",890
11221,"$200,000 or more",90
,,
11222,,"22,040"
11222,"$1 under $25,000",7600
11222,"$25,000 under $50,000",6090
11222,"$50,000 under $75,000",3900
11222,"$75,000 under $100,000",1930
11222,"$100,000 under $200,000",2060
11222,"$200,000 or more",460
,,
11223,,"30,770"
11223,"$1 under $25,000",15240
11223,"$25,000 under $50,000",6970
11223,"$50,000 under $75,000",3530
11223,"$75,000 under $100,000",1980
11223,"$100,000 under $200,000",2190
11223,"$200,000 or more",860
,,
11224,,"19,040"
11224,"$1 under $25,000",9840
11224,"$25,000 under $50,000",4720
11224,"$50,000 under $75,000",2200
11224,"$75,000 under $100,000",1120
11224,"$100,000 under $200,000",1020
11224,"$200,000 or more",140
,,
11225,,"29,260"
11225,"$1 under $25,000",13540
11225,"$25,000 under $50,000",8590
11225,"$50,000 under $75,000",4040
11225,"$75,000 under $100,000",1630
11225,"$100,000 under $200,000",1220
11225,"$200,000 or more",240
,,
11226,,"49,110"
11226,"$1 under $25,000",25610
11226,"$25,000 under $50,000",14100
11226,"$50,000 under $75,000",5520
11226,"$75,000 under $100,000",2140
11226,"$100,000 under $200,000",1450
11226,"$200,000 or more",290
,,
11228,,"18,300"
11228,"$1 under $25,000",7740
11228,"$25,000 under $50,000",3720
11228,"$50,000 under $75,000",2370
11228,"$75,000 under $100,000",1640
11228,"$100,000 under $200,000",2250
11228,"$200,000 or more",580
,,
11229,,"34,460"
11229,"$1 under $25,000",14730
11229,"$25,000 under $50,000",7680
11229,"$50,000 under $75,000",4400
11229,"$75,000 under $100,000",2930
11229,"$100,000 under $200,000",3800
11229,"$200,000 or more",920
,,
11230,,"33,340"
11230,"$1 under $25,000",15410
11230,"$25,000 under $50,000",7700
11230,"$50,000 under $75,000",4070
11230,"$75,000 under $100,000",2320
11230,"$100,000 under $200,000",2710
11230,"$200,000 or more",1130
,,
11231,,"16,780"
11231,"$1 under $25,000",5010
11231,"$25,000 under $50,000",3310
11231,"$50,000 under $75,000",2330
11231,"$75,000 under $100,000",1640
11231,"$100,000 under $200,000",2810
11231,"$200,000 or more",1680
,,
11232,,"12,290"
11232,"$1 under $25,000",6910
11232,"$25,000 under $50,000",2980
11232,"$50,000 under $75,000",1300
11232,"$75,000 under $100,000",550
11232,"$100,000 under $200,000",470
11232,"$200,000 or more",80
,,
11233,,"29,000"
11233,"$1 under $25,000",15140
11233,"$25,000 under $50,000",7990
11233,"$50,000 under $75,000",3430
11233,"$75,000 under $100,000",1450
11233,"$100,000 under $200,000",880
11233,"$200,000 or more",110
,,
11234,,"40,530"
11234,"$1 under $25,000",14530
11234,"$25,000 under $50,000",9500
11234,"$50,000 under $75,000",6170
11234,"$75,000 under $100,000",4110
11234,"$100,000 under $200,000",5190
11234,"$200,000 or more",1030
,,
11235,,"36,270"
11235,"$1 under $25,000",16440
11235,"$25,000 under $50,000",8010
11235,"$50,000 under $75,000",4640
11235,"$75,000 under $100,000",2870
11235,"$100,000 under $200,000",3340
11235,"$200,000 or more",970
,,
11236,,"45,200"
11236,"$1 under $25,000",19750
11236,"$25,000 under $50,000",12730
11236,"$50,000 under $75,000",6610
11236,"$75,000 under $100,000",3240
11236,"$100,000 under $200,000",2640
11236,"$200,000 or more",230
,,
11237,,"22,470"
11237,"$1 under $25,000",13140
11237,"$25,000 under $50,000",6210
11237,"$50,000 under $75,000",1950
11237,"$75,000 under $100,000",670
11237,"$100,000 under $200,000",450
11237,"$200,000 or more",50
,,
11238,,"29,100"
11238,"$1 under $25,000",9380
11238,"$25,000 under $50,000",7470
11238,"$50,000 under $75,000",4940
11238,"$75,000 under $100,000",2670
11238,"$100,000 under $200,000",3350
11238,"$200,000 or more",1290
,,
11239,,"6,660"
11239,"$1 under $25,000",2780
11239,"$25,000 under $50,000",2130
11239,"$50,000 under $75,000",1100
11239,"$75,000 under $100,000",440
11239,"$100,000 under $200,000",210
11239,"$200,000 or more",**
,,
11354,,"27,300"
11354,"$1 under $25,000",16080
11354,"$25,000 under $50,000",5170
11354,"$50,000 under $75,000",2640
11354,"$75,000 under $100,000",1490
11354,"$100,000 under $200,000",1590
11354,"$200,000 or more",330
,,
11355,,"45,910"
11355,"$1 under $25,000",31240
11355,"$25,000 under $50,000",7660
11355,"$50,000 under $75,000",3350
11355,"$75,000 under $100,000",1760
11355,"$100,000 under $200,000",1650
11355,"$200,000 or more",250
,,
11356,,"11,260"
11356,"$1 under $25,000",5340
11356,"$25,000 under $50,000",2620
11356,"$50,000 under $75,000",1480
11356,"$75,000 under $100,000",830
11356,"$100,000 under $200,000",850
11356,"$200,000 or more",140
,,
11357,,"19,080"
11357,"$1 under $25,000",6110
11357,"$25,000 under $50,000",3670
11357,"$50,000 under $75,000",2790
11357,"$75,000 under $100,000",2210
11357,"$100,000 under $200,000",3360
11357,"$200,000 or more",940
,,
11358,,"17,890"
11358,"$1 under $25,000",7590
11358,"$25,000 under $50,000",3720
11358,"$50,000 under $75,000",2220
11358,"$75,000 under $100,000",1570
11358,"$100,000 under $200,000",2280
11358,"$200,000 or more",510
,,
11360,,"9,790"
11360,"$1 under $25,000",2770
11360,"$25,000 under $50,000",1650
11360,"$50,000 under $75,000",1500
11360,"$75,000 under $100,000",1220
11360,"$100,000 under $200,000",1980
11360,"$200,000 or more",670
,,
11361,,"13,420"
11361,"$1 under $25,000",4870
11361,"$25,000 under $50,000",2740
11361,"$50,000 under $75,000",1970
11361,"$75,000 under $100,000",1340
11361,"$100,000 under $200,000",1980
11361,"$200,000 or more",520
,,
11362,,"8,570"
11362,"$1 under $25,000",2560
11362,"$25,000 under $50,000",1660
11362,"$50,000 under $75,000",1230
11362,"$75,000 under $100,000",1040
11362,"$100,000 under $200,000",1640
11362,"$200,000 or more",440
,,
11363,,"3,410"
11363,"$1 under $25,000",1040
11363,"$25,000 under $50,000",580
11363,"$50,000 under $75,000",440
11363,"$75,000 under $100,000",380
11363,"$100,000 under $200,000",600
11363,"$200,000 or more",370
,,
11364,,"17,090"
11364,"$1 under $25,000",5840
11364,"$25,000 under $50,000",3400
11364,"$50,000 under $75,000",2720
11364,"$75,000 under $100,000",1870
11364,"$100,000 under $200,000",2690
11364,"$200,000 or more",570
,,
11365,,"19,910"
11365,"$1 under $25,000",8080
11365,"$25,000 under $50,000",4350
11365,"$50,000 under $75,000",2800
11365,"$75,000 under $100,000",1830
11365,"$100,000 under $200,000",2420
11365,"$200,000 or more",430
,,
11366,,"6,600"
11366,"$1 under $25,000",2500
11366,"$25,000 under $50,000",1260
11366,"$50,000 under $75,000",950
11366,"$75,000 under $100,000",590
11366,"$100,000 under $200,000",1020
11366,"$200,000 or more",280
,,
11367,,"17,940"
11367,"$1 under $25,000",7490
11367,"$25,000 under $50,000",4080
11367,"$50,000 under $75,000",2590
11367,"$75,000 under $100,000",1580
11367,"$100,000 under $200,000",1740
11367,"$200,000 or more",460
,,
11368,,"48,160"
11368,"$1 under $25,000",30470
11368,"$25,000 under $50,000",11570
11368,"$50,000 under $75,000",3860
11368,"$75,000 under $100,000",1410
11368,"$100,000 under $200,000",800
11368,"$200,000 or more",50
,,
11369,,"17,160"
11369,"$1 under $25,000",9260
11369,"$25,000 under $50,000",4410
11369,"$50,000 under $75,000",1890
11369,"$75,000 under $100,000",900
11369,"$100,000 under $200,000",640
11369,"$200,000 or more",60
,,
11370,,"13,060"
11370,"$1 under $25,000",6320
11370,"$25,000 under $50,000",3320
11370,"$50,000 under $75,000",1520
11370,"$75,000 under $100,000",880
11370,"$100,000 under $200,000",890
11370,"$200,000 or more",130
,,
11372,,"35,000"
11372,"$1 under $25,000",17960
11372,"$25,000 under $50,000",8400
11372,"$50,000 under $75,000",4180
11372,"$75,000 under $100,000",2060
11372,"$100,000 under $200,000",2040
11372,"$200,000 or more",360
,,
11373,,"49,240"
11373,"$1 under $25,000",28960
11373,"$25,000 under $50,000",11630
11373,"$50,000 under $75,000",4650
11373,"$75,000 under $100,000",2160
11373,"$100,000 under $200,000",1670
11373,"$200,000 or more",170
,,
11374,,"22,040"
11374,"$1 under $25,000",8270
11374,"$25,000 under $50,000",5120
11374,"$50,000 under $75,000",3510
11374,"$75,000 under $100,000",2200
11374,"$100,000 under $200,000",2440
11374,"$200,000 or more",500
,,
11375,,"35,180"
11375,"$1 under $25,000",9900
11375,"$25,000 under $50,000",6490
11375,"$50,000 under $75,000",5990
11375,"$75,000 under $100,000",4150
11375,"$100,000 under $200,000",6360
11375,"$200,000 or more",2290
,,
11377,,"43,880"
11377,"$1 under $25,000",22750
11377,"$25,000 under $50,000",10550
11377,"$50,000 under $75,000",5230
11377,"$75,000 under $100,000",2670
11377,"$100,000 under $200,000",2380
11377,"$200,000 or more",300
,,
11378,,"16,850"
11378,"$1 under $25,000",6810
11378,"$25,000 under $50,000",3960
11378,"$50,000 under $75,000",2530
11378,"$75,000 under $100,000",1610
11378,"$100,000 under $200,000",1720
11378,"$200,000 or more",220
,,
11379,,"17,220"
11379,"$1 under $25,000",5710
11379,"$25,000 under $50,000",3750
11379,"$50,000 under $75,000",2780
11379,"$75,000 under $100,000",1970
11379,"$100,000 under $200,000",2550
11379,"$200,000 or more",460
,,
11385,,"47,040"
11385,"$1 under $25,000",21810
11385,"$25,000 under $50,000",12290
11385,"$50,000 under $75,000",6400
11385,"$75,000 under $100,000",3280
11385,"$100,000 under $200,000",2960
11385,"$200,000 or more",300
,,
11411,,"10,400"
11411,"$1 under $25,000",3790
11411,"$25,000 under $50,000",2780
11411,"$50,000 under $75,000",1720
11411,"$75,000 under $100,000",1050
11411,"$100,000 under $200,000",980
11411,"$200,000 or more",80
,,
11412,,"17,950"
11412,"$1 under $25,000",7590
11412,"$25,000 under $50,000",5160
11412,"$50,000 under $75,000",2680
11412,"$75,000 under $100,000",1400
11412,"$100,000 under $200,000",1060
11412,"$200,000 or more",60
,,
11413,,"20,390"
11413,"$1 under $25,000",7950
11413,"$25,000 under $50,000",5550
11413,"$50,000 under $75,000",3210
11413,"$75,000 under $100,000",1920
11413,"$100,000 under $200,000",1630
11413,"$200,000 or more",130
,,
11414,,"12,590"
11414,"$1 under $25,000",3890
11414,"$25,000 under $50,000",2730
11414,"$50,000 under $75,000",2160
11414,"$75,000 under $100,000",1560
11414,"$100,000 under $200,000",1890
11414,"$200,000 or more",360
,,
11415,,"9,490"
11415,"$1 under $25,000",3170
11415,"$25,000 under $50,000",2230
11415,"$50,000 under $75,000",1700
11415,"$75,000 under $100,000",1040
11415,"$100,000 under $200,000",1110
11415,"$200,000 or more",240
,,
11416,,"11,580"
11416,"$1 under $25,000",6230
11416,"$25,000 under $50,000",3050
11416,"$50,000 under $75,000",1290
11416,"$75,000 under $100,000",570
11416,"$100,000 under $200,000",400
11416,"$200,000 or more",40
,,
11417,,"14,100"
11417,"$1 under $25,000",6550
11417,"$25,000 under $50,000",3680
11417,"$50,000 under $75,000",1860
11417,"$75,000 under $100,000",990
11417,"$100,000 under $200,000",950
11417,"$200,000 or more",70
,,
11418,,"16,580"
11418,"$1 under $25,000",8190
11418,"$25,000 under $50,000",4230
11418,"$50,000 under $75,000",2010
11418,"$75,000 under $100,000",1020
11418,"$100,000 under $200,000",990
11418,"$200,000 or more",140
,,
11419,,"22,280"
11419,"$1 under $25,000",12040
11419,"$25,000 under $50,000",6130
11419,"$50,000 under $75,000",2320
11419,"$75,000 under $100,000",1000
11419,"$100,000 under $200,000",730
11419,"$200,000 or more",60
,,
11420,,"21,360"
11420,"$1 under $25,000",9860
11420,"$25,000 under $50,000",6030
11420,"$50,000 under $75,000",2790
11420,"$75,000 under $100,000",1450
11420,"$100,000 under $200,000",1150
11420,"$200,000 or more",80
,,
11421,,"19,420"
11421,"$1 under $25,000",9520
11421,"$25,000 under $50,000",5130
11421,"$50,000 under $75,000",2400
11421,"$75,000 under $100,000",1220
11421,"$100,000 under $200,000",1080
11421,"$200,000 or more",70
,,
11422,,"15,600"
11422,"$1 under $25,000",6010
11422,"$25,000 under $50,000",4250
11422,"$50,000 under $75,000",2450
11422,"$75,000 under $100,000",1440
11422,"$100,000 under $200,000",1360
11422,"$200,000 or more",90
,,
11423,,"14,750"
11423,"$1 under $25,000",6510
11423,"$25,000 under $50,000",4180
11423,"$50,000 under $75,000",1920
11423,"$75,000 under $100,000",990
11423,"$100,000 under $200,000",930
11423,"$200,000 or more",220
,,
11426,,"8,920"
11426,"$1 under $25,000",3070
11426,"$25,000 under $50,000",2010
11426,"$50,000 under $75,000",1260
11426,"$75,000 under $100,000",970
11426,"$100,000 under $200,000",1410
11426,"$200,000 or more",200
,,
11427,,"11,210"
11427,"$1 under $25,000",4120
11427,"$25,000 under $50,000",2750
11427,"$50,000 under $75,000",1780
11427,"$75,000 under $100,000",1050
11427,"$100,000 under $200,000",1250
11427,"$200,000 or more",260
,,
11428,,"9,860"
11428,"$1 under $25,000",4130
11428,"$25,000 under $50,000",2660
11428,"$50,000 under $75,000",1380
11428,"$75,000 under $100,000",830
11428,"$100,000 under $200,000",800
11428,"$200,000 or more",60
,,
11429,,"12,640"
11429,"$1 under $25,000",5490
11429,"$25,000 under $50,000",3530
11429,"$50,000 under $75,000",1850
11429,"$75,000 under $100,000",940
11429,"$100,000 under $200,000",790
11429,"$200,000 or more",40
,,
11430,,200
11430,"$1 under $25,000",60
11430,"$25,000 under $50,000",50
11430,"$50,000 under $75,000",40
11430,"$75,000 under $100,000",30
11430,"$100,000 under $200,000",20
11430,"$200,000 or more",**
,,
11432,,"27,020"
11432,"$1 under $25,000",13650
11432,"$25,000 under $50,000",6530
11432,"$50,000 under $75,000",3060
11432,"$75,000 under $100,000",1580
11432,"$100,000 under $200,000",1710
11432,"$200,000 or more",490
,,
11433,,"15,080"
11433,"$1 under $25,000",7760
11433,"$25,000 under $50,000",4190
11433,"$50,000 under $75,000",1740
11433,"$75,000 under $100,000",810
11433,"$100,000 under $200,000",540
11433,"$200,000 or more",40
,,
11434,,"30,170"
11434,"$1 under $25,000",12560
11434,"$25,000 under $50,000",8990
11434,"$50,000 under $75,000",4730
11434,"$75,000 under $100,000",2280
11434,"$100,000 under $200,000",1530
11434,"$200,000 or more",80
,,
11435,,"25,080"
11435,"$1 under $25,000",12180
11435,"$25,000 under $50,000",6400
11435,"$50,000 under $75,000",3320
11435,"$75,000 under $100,000",1660
11435,"$100,000 under $200,000",1380
11435,"$200,000 or more",140
,,
11436,,"8,780"
11436,"$1 under $25,000",4020
11436,"$25,000 under $50,000",2530
11436,"$50,000 under $75,000",1170
11436,"$75,000 under $100,000",630
11436,"$100,000 under $200,000",430
11436,"$200,000 or more",**
,,
11501,,"10,370"
11501,"$1 under $25,000",3030
11501,"$25,000 under $50,000",2110
11501,"$50,000 under $75,000",1580
11501,"$75,000 under $100,000",1220
11501,"$100,000 under $200,000",1980
11501,"$200,000 or more",450
,,
11507,,"3,700"
11507,"$1 under $25,000",1040
11507,"$25,000 under $50,000",530
11507,"$50,000 under $75,000",430
11507,"$75,000 under $100,000",380
11507,"$100,000 under $200,000",850
11507,"$200,000 or more",470
,,
11509,,"1,380"
11509,"$1 under $25,000",370
11509,"$25,000 under $50,000",200
11509,"$50,000 under $75,000",140
11509,"$75,000 under $100,000",120
11509,"$100,000 under $200,000",300
11509,"$200,000 or more",250
,,
11510,,"17,230"
11510,"$1 under $25,000",5410
11510,"$25,000 under $50,000",3240
11510,"$50,000 under $75,000",2450
11510,"$75,000 under $100,000",1950
11510,"$100,000 under $200,000",3390
11510,"$200,000 or more",790
,,
11514,,"2,470"
11514,"$1 under $25,000",710
11514,"$25,000 under $50,000",470
11514,"$50,000 under $75,000",380
11514,"$75,000 under $100,000",290
11514,"$100,000 under $200,000",500
11514,"$200,000 or more",120
,,
11516,,"3,300"
11516,"$1 under $25,000",1040
11516,"$25,000 under $50,000",540
11516,"$50,000 under $75,000",410
11516,"$75,000 under $100,000",290
11516,"$100,000 under $200,000",640
11516,"$200,000 or more",380
,,
11518,,"5,430"
11518,"$1 under $25,000",1540
11518,"$25,000 under $50,000",970
11518,"$50,000 under $75,000",800
11518,"$75,000 under $100,000",640
11518,"$100,000 under $200,000",1070
11518,"$200,000 or more",410
,,
11520,,"22,850"
11520,"$1 under $25,000",9950
11520,"$25,000 under $50,000",5470
11520,"$50,000 under $75,000",2810
11520,"$75,000 under $100,000",1890
11520,"$100,000 under $200,000",2340
11520,"$200,000 or more",390
,,
11530,,"13,710"
11530,"$1 under $25,000",3380
11530,"$25,000 under $50,000",1560
11530,"$50,000 under $75,000",1340
11530,"$75,000 under $100,000",1160
11530,"$100,000 under $200,000",3010
11530,"$200,000 or more",3260
,,
11542,,"13,280"
11542,"$1 under $25,000",5000
11542,"$25,000 under $50,000",2900
11542,"$50,000 under $75,000",1710
11542,"$75,000 under $100,000",1140
11542,"$100,000 under $200,000",1780
11542,"$200,000 or more",750
,,
11545,,"5,970"
11545,"$1 under $25,000",1640
11545,"$25,000 under $50,000",750
11545,"$50,000 under $75,000",550
11545,"$75,000 under $100,000",450
11545,"$100,000 under $200,000",1150
11545,"$200,000 or more",1430
,,
11548,,660
11548,"$1 under $25,000",200
11548,"$25,000 under $50,000",120
11548,"$50,000 under $75,000",70
11548,"$75,000 under $100,000",60
11548,"$100,000 under $200,000",120
11548,"$200,000 or more",90
,,
11550,,"27,340"
11550,"$1 under $25,000",14070
11550,"$25,000 under $50,000",6860
11550,"$50,000 under $75,000",2960
11550,"$75,000 under $100,000",1590
11550,"$100,000 under $200,000",1630
11550,"$200,000 or more",230
,,
11552,,"12,490"
11552,"$1 under $25,000",4100
11552,"$25,000 under $50,000",2540
11552,"$50,000 under $75,000",1770
11552,"$75,000 under $100,000",1310
11552,"$100,000 under $200,000",2170
11552,"$200,000 or more",600
,,
11553,,"13,920"
11553,"$1 under $25,000",6330
11553,"$25,000 under $50,000",3870
11553,"$50,000 under $75,000",1780
11553,"$75,000 under $100,000",960
11553,"$100,000 under $200,000",900
11553,"$200,000 or more",80
,,
11554,,"19,310"
11554,"$1 under $25,000",5820
11554,"$25,000 under $50,000",3600
11554,"$50,000 under $75,000",2760
11554,"$75,000 under $100,000",2110
11554,"$100,000 under $200,000",4070
11554,"$200,000 or more",950
,,
11557,,"4,100"
11557,"$1 under $25,000",1210
11557,"$25,000 under $50,000",560
11557,"$50,000 under $75,000",470
11557,"$75,000 under $100,000",370
11557,"$100,000 under $200,000",770
11557,"$200,000 or more",720
,,
11558,,"3,940"
11558,"$1 under $25,000",1300
11558,"$25,000 under $50,000",760
11558,"$50,000 under $75,000",570
11558,"$75,000 under $100,000",400
11558,"$100,000 under $200,000",730
11558,"$200,000 or more",180
,,
11559,,"3,750"
11559,"$1 under $25,000",1280
11559,"$25,000 under $50,000",550
11559,"$50,000 under $75,000",380
11559,"$75,000 under $100,000",280
11559,"$100,000 under $200,000",480
11559,"$200,000 or more",780
,,
11560,,"3,380"
11560,"$1 under $25,000",1040
11560,"$25,000 under $50,000",500
11560,"$50,000 under $75,000",360
11560,"$75,000 under $100,000",270
11560,"$100,000 under $200,000",550
11560,"$200,000 or more",660
,,
11561,,"18,620"
11561,"$1 under $25,000",5310
11561,"$25,000 under $50,000",3300
11561,"$50,000 under $75,000",2880
11561,"$75,000 under $100,000",2220
11561,"$100,000 under $200,000",3580
11561,"$200,000 or more",1330
,,
11563,,"11,330"
11563,"$1 under $25,000",3430
11563,"$25,000 under $50,000",2040
11563,"$50,000 under $75,000",1610
11563,"$75,000 under $100,000",1260
11563,"$100,000 under $200,000",2400
11563,"$200,000 or more",590
,,
11565,,"4,720"
11565,"$1 under $25,000",1190
11565,"$25,000 under $50,000",700
11565,"$50,000 under $75,000",630
11565,"$75,000 under $100,000",530
11565,"$100,000 under $200,000",1240
11565,"$200,000 or more",430
,,
11566,,"17,950"
11566,"$1 under $25,000",4850
11566,"$25,000 under $50,000",2600
11566,"$50,000 under $75,000",2070
11566,"$75,000 under $100,000",1780
11566,"$100,000 under $200,000",4360
11566,"$200,000 or more",2290
,,
11568,,"1,700"
11568,"$1 under $25,000",470
11568,"$25,000 under $50,000",210
11568,"$50,000 under $75,000",130
11568,"$75,000 under $100,000",90
11568,"$100,000 under $200,000",190
11568,"$200,000 or more",610
,,
11570,,"14,060"
11570,"$1 under $25,000",3960
11570,"$25,000 under $50,000",2060
11570,"$50,000 under $75,000",1610
11570,"$75,000 under $100,000",1290
11570,"$100,000 under $200,000",2840
11570,"$200,000 or more",2300
,,
11572,,"15,570"
11572,"$1 under $25,000",4540
11572,"$25,000 under $50,000",2520
11572,"$50,000 under $75,000",1990
11572,"$75,000 under $100,000",1730
11572,"$100,000 under $200,000",3630
11572,"$200,000 or more",1160
,,
11575,,"8,690"
11575,"$1 under $25,000",4230
11575,"$25,000 under $50,000",2320
11575,"$50,000 under $75,000",1070
11575,"$75,000 under $100,000",540
11575,"$100,000 under $200,000",500
11575,"$200,000 or more",30
,,
11576,,"6,230"
11576,"$1 under $25,000",1560
11576,"$25,000 under $50,000",640
11576,"$50,000 under $75,000",540
11576,"$75,000 under $100,000",440
11576,"$100,000 under $200,000",1130
11576,"$200,000 or more",1920
,,
11577,,"5,870"
11577,"$1 under $25,000",1600
11577,"$25,000 under $50,000",770
11577,"$50,000 under $75,000",630
11577,"$75,000 under $100,000",550
11577,"$100,000 under $200,000",1130
11577,"$200,000 or more",1190
,,
11579,,"2,550"
11579,"$1 under $25,000",700
11579,"$25,000 under $50,000",400
11579,"$50,000 under $75,000",280
11579,"$75,000 under $100,000",250
11579,"$100,000 under $200,000",570
11579,"$200,000 or more",350
,,
11580,,"20,760"
11580,"$1 under $25,000",6850
11580,"$25,000 under $50,000",4490
11580,"$50,000 under $75,000",3210
11580,"$75,000 under $100,000",2350
11580,"$100,000 under $200,000",3330
11580,"$200,000 or more",530
,,
11581,,"10,420"
11581,"$1 under $25,000",3140
11581,"$25,000 under $50,000",1810
11581,"$50,000 under $75,000",1480
11581,"$75,000 under $100,000",1160
11581,"$100,000 under $200,000",2190
11581,"$200,000 or more",640
,,
11590,,"24,370"
11590,"$1 under $25,000",9570
11590,"$25,000 under $50,000",5470
11590,"$50,000 under $75,000",3000
11590,"$75,000 under $100,000",1910
11590,"$100,000 under $200,000",3420
11590,"$200,000 or more",1000
,,
11596,,"5,320"
11596,"$1 under $25,000",1460
11596,"$25,000 under $50,000",790
11596,"$50,000 under $75,000",660
11596,"$75,000 under $100,000",570
11596,"$100,000 under $200,000",1240
11596,"$200,000 or more",600
,,
11598,,"5,870"
11598,"$1 under $25,000",1660
11598,"$25,000 under $50,000",710
11598,"$50,000 under $75,000",590
11598,"$75,000 under $100,000",480
11598,"$100,000 under $200,000",1170
11598,"$200,000 or more",1260
,,
11691,,"21,820"
11691,"$1 under $25,000",11590
11691,"$25,000 under $50,000",5620
11691,"$50,000 under $75,000",2340
11691,"$75,000 under $100,000",1100
11691,"$100,000 under $200,000",960
11691,"$200,000 or more",210
,,
11692,,"7,990"
11692,"$1 under $25,000",4150
11692,"$25,000 under $50,000",2110
11692,"$50,000 under $75,000",900
11692,"$75,000 under $100,000",440
11692,"$100,000 under $200,000",340
11692,"$200,000 or more",50
,,
11693,,"5,360"
11693,"$1 under $25,000",2170
11693,"$25,000 under $50,000",1310
11693,"$50,000 under $75,000",840
11693,"$75,000 under $100,000",500
11693,"$100,000 under $200,000",500
11693,"$200,000 or more",40
,,
11694,,"8,180"
11694,"$1 under $25,000",2570
11694,"$25,000 under $50,000",1550
11694,"$50,000 under $75,000",1150
11694,"$75,000 under $100,000",940
11694,"$100,000 under $200,000",1460
11694,"$200,000 or more",510
,,
11697,,"1,940"
11697,"$1 under $25,000",490
11697,"$25,000 under $50,000",270
11697,"$50,000 under $75,000",280
11697,"$75,000 under $100,000",270
11697,"$100,000 under $200,000",480
11697,"$200,000 or more",150
,,
11701,,"14,130"
11701,"$1 under $25,000",5770
11701,"$25,000 under $50,000",3530
11701,"$50,000 under $75,000",1890
11701,"$75,000 under $100,000",1080
11701,"$100,000 under $200,000",1490
11701,"$200,000 or more",370
,,
11702,,"7,540"
11702,"$1 under $25,000",2090
