"ZIP
code",Size of adjusted gross income,Number of returns
13077,"$100,000 under $200,000",303
13077,"$200,000 or more",42
,,
13078,,"4,405"
13078,"$1 under $25,000",1265
13078,"$25,000 under $50,000",769
13078,"$50,000 under $75,000",553
13078,"$75,000 under $100,000",457
13078,"$100,000 under $200,000",853
13078,"$200,000 or more",508
,,
13080,,"1,757"
13080,"$1 under $25,000",665
13080,"$25,000 under $50,000",441
13080,"$50,000 under $75,000",289
13080,"$75,000 under $100,000",165
13080,"$100,000 under $200,000",197
13080,"$200,000 or more",**
,,
13081,,525
13081,"$1 under $25,000",190
13081,"$25,000 under $50,000",121
13081,"$50,000 under $75,000",80
13081,"$75,000 under $100,000",61
13081,"$100,000 under $200,000",73
13081,"$200,000 or more",**
,,
13082,,"2,306"
13082,"$1 under $25,000",877
13082,"$25,000 under $50,000",603
13082,"$50,000 under $75,000",343
13082,"$75,000 under $100,000",251
13082,"$100,000 under $200,000",232
13082,"$200,000 or more",**
,,
13083,,829
13083,"$1 under $25,000",323
13083,"$25,000 under $50,000",227
13083,"$50,000 under $75,000",123
13083,"$75,000 under $100,000",78
13083,"$100,000 under $200,000",78
13083,"$200,000 or more",**
,,
13084,,"2,267"
13084,"$1 under $25,000",778
13084,"$25,000 under $50,000",493
13084,"$50,000 under $75,000",381
13084,"$75,000 under $100,000",249
13084,"$100,000 under $200,000",309
13084,"$200,000 or more",57
,,
13088,,"11,810"
13088,"$1 under $25,000",4372
13088,"$25,000 under $50,000",3262
13088,"$50,000 under $75,000",1974
13088,"$75,000 under $100,000",1089
13088,"$100,000 under $200,000",973
13088,"$200,000 or more",140
,,
13090,,"15,063"
13090,"$1 under $25,000",5093
13090,"$25,000 under $50,000",3461
13090,"$50,000 under $75,000",2396
13090,"$75,000 under $100,000",1644
13090,"$100,000 under $200,000",2173
13090,"$200,000 or more",296
,,
13092,,"1,142"
13092,"$1 under $25,000",443
13092,"$25,000 under $50,000",299
13092,"$50,000 under $75,000",186
13092,"$75,000 under $100,000",106
13092,"$100,000 under $200,000",108
13092,"$200,000 or more",**
,,
13101,,"1,181"
13101,"$1 under $25,000",502
13101,"$25,000 under $50,000",301
13101,"$50,000 under $75,000",195
13101,"$75,000 under $100,000",113
13101,"$100,000 under $200,000",70
13101,"$200,000 or more",**
,,
13103,,166
13103,"$1 under $25,000",92
13103,"$25,000 under $50,000",74
13103,"$50,000 under $75,000",**
13103,"$75,000 under $100,000",**
13103,"$100,000 under $200,000",**
13103,"$200,000 or more",0
,,
13104,,"7,609"
13104,"$1 under $25,000",2379
13104,"$25,000 under $50,000",1164
13104,"$50,000 under $75,000",845
13104,"$75,000 under $100,000",734
13104,"$100,000 under $200,000",1545
13104,"$200,000 or more",942
,,
13108,,"3,138"
13108,"$1 under $25,000",1052
13108,"$25,000 under $50,000",636
13108,"$50,000 under $75,000",441
13108,"$75,000 under $100,000",405
13108,"$100,000 under $200,000",516
13108,"$200,000 or more",88
,,
13110,,"1,160"
13110,"$1 under $25,000",367
13110,"$25,000 under $50,000",260
13110,"$50,000 under $75,000",203
13110,"$75,000 under $100,000",148
13110,"$100,000 under $200,000",160
13110,"$200,000 or more",22
,,
13111,,716
13111,"$1 under $25,000",308
13111,"$25,000 under $50,000",205
13111,"$50,000 under $75,000",113
13111,"$75,000 under $100,000",61
13111,"$100,000 under $200,000",29
13111,"$200,000 or more",**
,,
13112,,910
13112,"$1 under $25,000",328
13112,"$25,000 under $50,000",231
13112,"$50,000 under $75,000",129
13112,"$75,000 under $100,000",98
13112,"$100,000 under $200,000",124
13112,"$200,000 or more",**
,,
13114,,"2,918"
13114,"$1 under $25,000",1162
13114,"$25,000 under $50,000",707
13114,"$50,000 under $75,000",436
13114,"$75,000 under $100,000",292
13114,"$100,000 under $200,000",296
13114,"$200,000 or more",25
,,
13116,,"1,779"
13116,"$1 under $25,000",640
13116,"$25,000 under $50,000",433
13116,"$50,000 under $75,000",284
13116,"$75,000 under $100,000",204
13116,"$100,000 under $200,000",218
13116,"$200,000 or more",**
,,
13118,,"2,460"
13118,"$1 under $25,000",958
13118,"$25,000 under $50,000",671
13118,"$50,000 under $75,000",376
13118,"$75,000 under $100,000",238
13118,"$100,000 under $200,000",217
13118,"$200,000 or more",**
,,
13120,,"1,039"
13120,"$1 under $25,000",435
13120,"$25,000 under $50,000",305
13120,"$50,000 under $75,000",161
13120,"$75,000 under $100,000",82
13120,"$100,000 under $200,000",56
13120,"$200,000 or more",**
,,
13122,,512
13122,"$1 under $25,000",183
13122,"$25,000 under $50,000",112
13122,"$50,000 under $75,000",78
13122,"$75,000 under $100,000",70
13122,"$100,000 under $200,000",69
13122,"$200,000 or more",**
,,
13126,,"14,346"
13126,"$1 under $25,000",5886
13126,"$25,000 under $50,000",3289
13126,"$50,000 under $75,000",2024
13126,"$75,000 under $100,000",1352
13126,"$100,000 under $200,000",1604
13126,"$200,000 or more",191
,,
13131,,"1,716"
13131,"$1 under $25,000",719
13131,"$25,000 under $50,000",443
13131,"$50,000 under $75,000",251
13131,"$75,000 under $100,000",181
13131,"$100,000 under $200,000",122
13131,"$200,000 or more",**
,,
13132,,"1,901"
13132,"$1 under $25,000",724
13132,"$25,000 under $50,000",480
13132,"$50,000 under $75,000",284
13132,"$75,000 under $100,000",192
13132,"$100,000 under $200,000",221
13132,"$200,000 or more",**
,,
13135,,"3,104"
13135,"$1 under $25,000",1279
13135,"$25,000 under $50,000",718
13135,"$50,000 under $75,000",458
13135,"$75,000 under $100,000",303
13135,"$100,000 under $200,000",306
13135,"$200,000 or more",40
,,
13136,,227
13136,"$1 under $25,000",123
13136,"$25,000 under $50,000",66
13136,"$50,000 under $75,000",38
13136,"$75,000 under $100,000",**
13136,"$100,000 under $200,000",**
13136,"$200,000 or more",**
,,
13140,,"1,958"
13140,"$1 under $25,000",829
13140,"$25,000 under $50,000",543
13140,"$50,000 under $75,000",301
13140,"$75,000 under $100,000",185
13140,"$100,000 under $200,000",100
13140,"$200,000 or more",**
,,
13141,,349
13141,"$1 under $25,000",146
13141,"$25,000 under $50,000",97
13141,"$50,000 under $75,000",41
13141,"$75,000 under $100,000",39
13141,"$100,000 under $200,000",26
13141,"$200,000 or more",**
,,
13142,,"2,834"
13142,"$1 under $25,000",1195
13142,"$25,000 under $50,000",691
13142,"$50,000 under $75,000",427
13142,"$75,000 under $100,000",256
13142,"$100,000 under $200,000",233
13142,"$200,000 or more",32
,,
13143,,"1,181"
13143,"$1 under $25,000",498
13143,"$25,000 under $50,000",310
13143,"$50,000 under $75,000",182
13143,"$75,000 under $100,000",109
13143,"$100,000 under $200,000",82
13143,"$200,000 or more",**
,,
13144,,543
13144,"$1 under $25,000",243
13144,"$25,000 under $50,000",146
13144,"$50,000 under $75,000",88
13144,"$75,000 under $100,000",42
13144,"$100,000 under $200,000",24
13144,"$200,000 or more",**
,,
13145,,870
13145,"$1 under $25,000",384
13145,"$25,000 under $50,000",220
13145,"$50,000 under $75,000",123
13145,"$75,000 under $100,000",73
13145,"$100,000 under $200,000",70
13145,"$200,000 or more",**
,,
13146,,925
13146,"$1 under $25,000",375
13146,"$25,000 under $50,000",250
13146,"$50,000 under $75,000",188
13146,"$75,000 under $100,000",59
13146,"$100,000 under $200,000",53
13146,"$200,000 or more",**
,,
13147,,553
13147,"$1 under $25,000",214
13147,"$25,000 under $50,000",159
13147,"$50,000 under $75,000",88
13147,"$75,000 under $100,000",49
13147,"$100,000 under $200,000",43
13147,"$200,000 or more",**
,,
13148,,"5,010"
13148,"$1 under $25,000",2143
13148,"$25,000 under $50,000",1186
13148,"$50,000 under $75,000",748
13148,"$75,000 under $100,000",426
13148,"$100,000 under $200,000",445
13148,"$200,000 or more",62
,,
13152,,"3,998"
13152,"$1 under $25,000",1292
13152,"$25,000 under $50,000",669
13152,"$50,000 under $75,000",535
13152,"$75,000 under $100,000",420
13152,"$100,000 under $200,000",682
13152,"$200,000 or more",400
,,
13155,,287
13155,"$1 under $25,000",140
13155,"$25,000 under $50,000",79
13155,"$50,000 under $75,000",68
13155,"$75,000 under $100,000",**
13155,"$100,000 under $200,000",**
13155,"$200,000 or more",**
,,
13156,,793
13156,"$1 under $25,000",319
13156,"$25,000 under $50,000",178
13156,"$50,000 under $75,000",138
13156,"$75,000 under $100,000",92
13156,"$100,000 under $200,000",66
13156,"$200,000 or more",**
,,
13158,,668
13158,"$1 under $25,000",310
13158,"$25,000 under $50,000",167
13158,"$50,000 under $75,000",91
13158,"$75,000 under $100,000",61
13158,"$100,000 under $200,000",39
13158,"$200,000 or more",**
,,
13159,,"2,499"
13159,"$1 under $25,000",799
13159,"$25,000 under $50,000",558
13159,"$50,000 under $75,000",372
13159,"$75,000 under $100,000",287
13159,"$100,000 under $200,000",392
13159,"$200,000 or more",91
,,
13160,,912
13160,"$1 under $25,000",301
13160,"$25,000 under $50,000",243
13160,"$50,000 under $75,000",153
13160,"$75,000 under $100,000",102
13160,"$100,000 under $200,000",113
13160,"$200,000 or more",**
,,
13164,,"1,173"
13164,"$1 under $25,000",378
13164,"$25,000 under $50,000",230
13164,"$50,000 under $75,000",185
13164,"$75,000 under $100,000",162
13164,"$100,000 under $200,000",218
13164,"$200,000 or more",**
,,
13165,,"5,121"
13165,"$1 under $25,000",2278
13165,"$25,000 under $50,000",1350
13165,"$50,000 under $75,000",751
13165,"$75,000 under $100,000",407
13165,"$100,000 under $200,000",309
13165,"$200,000 or more",26
,,
13166,,"2,696"
13166,"$1 under $25,000",1093
13166,"$25,000 under $50,000",684
13166,"$50,000 under $75,000",422
13166,"$75,000 under $100,000",250
13166,"$100,000 under $200,000",247
13166,"$200,000 or more",**
,,
13167,,"1,592"
13167,"$1 under $25,000",596
13167,"$25,000 under $50,000",397
13167,"$50,000 under $75,000",259
13167,"$75,000 under $100,000",170
13167,"$100,000 under $200,000",170
13167,"$200,000 or more",**
,,
13202,,"1,704"
13202,"$1 under $25,000",1088
13202,"$25,000 under $50,000",339
13202,"$50,000 under $75,000",133
13202,"$75,000 under $100,000",47
13202,"$100,000 under $200,000",66
13202,"$200,000 or more",31
,,
13203,,"6,367"
13203,"$1 under $25,000",3583
13203,"$25,000 under $50,000",1628
13203,"$50,000 under $75,000",541
13203,"$75,000 under $100,000",244
13203,"$100,000 under $200,000",263
13203,"$200,000 or more",108
,,
13204,,"7,910"
13204,"$1 under $25,000",4735
13204,"$25,000 under $50,000",2129
13204,"$50,000 under $75,000",654
13204,"$75,000 under $100,000",242
13204,"$100,000 under $200,000",120
13204,"$200,000 or more",30
,,
13205,,"7,617"
13205,"$1 under $25,000",4329
13205,"$25,000 under $50,000",1989
13205,"$50,000 under $75,000",761
13205,"$75,000 under $100,000",318
13205,"$100,000 under $200,000",199
13205,"$200,000 or more",21
,,
13206,,"8,373"
13206,"$1 under $25,000",3828
13206,"$25,000 under $50,000",2605
13206,"$50,000 under $75,000",1075
13206,"$75,000 under $100,000",503
13206,"$100,000 under $200,000",332
13206,"$200,000 or more",30
,,
13207,,"6,152"
13207,"$1 under $25,000",2917
13207,"$25,000 under $50,000",1651
13207,"$50,000 under $75,000",799
13207,"$75,000 under $100,000",386
13207,"$100,000 under $200,000",339
13207,"$200,000 or more",60
,,
13208,,"9,133"
13208,"$1 under $25,000",5223
13208,"$25,000 under $50,000",2471
13208,"$50,000 under $75,000",886
13208,"$75,000 under $100,000",363
13208,"$100,000 under $200,000",190
13208,"$200,000 or more",**
,,
13209,,"6,943"
13209,"$1 under $25,000",2984
13209,"$25,000 under $50,000",1867
13209,"$50,000 under $75,000",1022
13209,"$75,000 under $100,000",578
13209,"$100,000 under $200,000",450
13209,"$200,000 or more",42
,,
13210,,"6,735"
13210,"$1 under $25,000",3778
13210,"$25,000 under $50,000",1442
13210,"$50,000 under $75,000",691
13210,"$75,000 under $100,000",345
13210,"$100,000 under $200,000",403
13210,"$200,000 or more",76
,,
13211,,"3,254"
13211,"$1 under $25,000",1448
13211,"$25,000 under $50,000",1092
13211,"$50,000 under $75,000",489
13211,"$75,000 under $100,000",153
13211,"$100,000 under $200,000",72
13211,"$200,000 or more",**
,,
13212,,"10,769"
13212,"$1 under $25,000",4208
13212,"$25,000 under $50,000",2960
13212,"$50,000 under $75,000",1710
13212,"$75,000 under $100,000",1005
13212,"$100,000 under $200,000",805
13212,"$200,000 or more",81
,,
13214,,"3,806"
13214,"$1 under $25,000",1325
13214,"$25,000 under $50,000",730
13214,"$50,000 under $75,000",616
13214,"$75,000 under $100,000",435
13214,"$100,000 under $200,000",590
13214,"$200,000 or more",110
,,
13215,,"7,060"
13215,"$1 under $25,000",2315
13215,"$25,000 under $50,000",1159
13215,"$50,000 under $75,000",925
13215,"$75,000 under $100,000",782
13215,"$100,000 under $200,000",1484
13215,"$200,000 or more",395
,,
13219,,"8,262"
13219,"$1 under $25,000",2929
13219,"$25,000 under $50,000",1956
13219,"$50,000 under $75,000",1408
13219,"$75,000 under $100,000",931
13219,"$100,000 under $200,000",939
13219,"$200,000 or more",99
,,
13224,,"4,199"
13224,"$1 under $25,000",1674
13224,"$25,000 under $50,000",940
13224,"$50,000 under $75,000",534
13224,"$75,000 under $100,000",369
13224,"$100,000 under $200,000",500
13224,"$200,000 or more",182
,,
13302,,681
13302,"$1 under $25,000",343
13302,"$25,000 under $50,000",168
13302,"$50,000 under $75,000",94
13302,"$75,000 under $100,000",50
13302,"$100,000 under $200,000",26
13302,"$200,000 or more",**
,,
13303,,537
13303,"$1 under $25,000",191
13303,"$25,000 under $50,000",121
13303,"$50,000 under $75,000",97
13303,"$75,000 under $100,000",57
13303,"$100,000 under $200,000",71
13303,"$200,000 or more",**
,,
13304,,907
13304,"$1 under $25,000",307
13304,"$25,000 under $50,000",189
13304,"$50,000 under $75,000",131
13304,"$75,000 under $100,000",107
13304,"$100,000 under $200,000",142
13304,"$200,000 or more",31
,,
13308,,"1,533"
13308,"$1 under $25,000",668
13308,"$25,000 under $50,000",431
13308,"$50,000 under $75,000",220
13308,"$75,000 under $100,000",107
13308,"$100,000 under $200,000",107
13308,"$200,000 or more",**
,,
13309,,"2,710"
13309,"$1 under $25,000",1124
13309,"$25,000 under $50,000",734
13309,"$50,000 under $75,000",448
13309,"$75,000 under $100,000",214
13309,"$100,000 under $200,000",190
13309,"$200,000 or more",**
,,
13310,,293
13310,"$1 under $25,000",120
13310,"$25,000 under $50,000",70
13310,"$50,000 under $75,000",50
13310,"$75,000 under $100,000",53
13310,"$100,000 under $200,000",**
13310,"$200,000 or more",0
,,
13314,,216
13314,"$1 under $25,000",92
13314,"$25,000 under $50,000",57
13314,"$50,000 under $75,000",67
13314,"$75,000 under $100,000",**
13314,"$100,000 under $200,000",**
13314,"$200,000 or more",**
,,
13315,,608
13315,"$1 under $25,000",250
13315,"$25,000 under $50,000",164
13315,"$50,000 under $75,000",86
13315,"$75,000 under $100,000",72
13315,"$100,000 under $200,000",36
13315,"$200,000 or more",**
,,
13316,,"2,858"
13316,"$1 under $25,000",1171
13316,"$25,000 under $50,000",810
13316,"$50,000 under $75,000",415
13316,"$75,000 under $100,000",240
13316,"$100,000 under $200,000",196
13316,"$200,000 or more",26
,,
13317,,"1,675"
13317,"$1 under $25,000",659
13317,"$25,000 under $50,000",481
13317,"$50,000 under $75,000",256
13317,"$75,000 under $100,000",155
13317,"$100,000 under $200,000",124
13317,"$200,000 or more",**
,,
13318,,595
13318,"$1 under $25,000",229
13318,"$25,000 under $50,000",165
13318,"$50,000 under $75,000",97
13318,"$75,000 under $100,000",59
13318,"$100,000 under $200,000",45
13318,"$200,000 or more",**
,,
13319,,478
13319,"$1 under $25,000",226
13319,"$25,000 under $50,000",128
13319,"$50,000 under $75,000",72
13319,"$75,000 under $100,000",29
13319,"$100,000 under $200,000",23
13319,"$200,000 or more",0
,,
13320,,900
13320,"$1 under $25,000",374
13320,"$25,000 under $50,000",261
13320,"$50,000 under $75,000",124
13320,"$75,000 under $100,000",77
13320,"$100,000 under $200,000",64
13320,"$200,000 or more",**
,,
13322,,577
13322,"$1 under $25,000",216
13322,"$25,000 under $50,000",154
13322,"$50,000 under $75,000",103
13322,"$75,000 under $100,000",44
13322,"$100,000 under $200,000",60
13322,"$200,000 or more",**
,,
13323,,"4,705"
13323,"$1 under $25,000",1668
13323,"$25,000 under $50,000",979
13323,"$50,000 under $75,000",697
13323,"$75,000 under $100,000",482
13323,"$100,000 under $200,000",668
13323,"$200,000 or more",211
,,
13324,,932
13324,"$1 under $25,000",389
13324,"$25,000 under $50,000",258
13324,"$50,000 under $75,000",147
13324,"$75,000 under $100,000",86
13324,"$100,000 under $200,000",52
13324,"$200,000 or more",**
,,
13325,,427
13325,"$1 under $25,000",207
13325,"$25,000 under $50,000",104
13325,"$50,000 under $75,000",57
13325,"$75,000 under $100,000",31
13325,"$100,000 under $200,000",28
13325,"$200,000 or more",**
,,
13326,,"2,677"
13326,"$1 under $25,000",1042
13326,"$25,000 under $50,000",543
13326,"$50,000 under $75,000",400
13326,"$75,000 under $100,000",220
13326,"$100,000 under $200,000",312
13326,"$200,000 or more",160
,,
13327,,997
13327,"$1 under $25,000",408
13327,"$25,000 under $50,000",295
13327,"$50,000 under $75,000",171
13327,"$75,000 under $100,000",72
13327,"$100,000 under $200,000",51
13327,"$200,000 or more",**
,,
13328,,558
13328,"$1 under $25,000",217
13328,"$25,000 under $50,000",146
13328,"$50,000 under $75,000",87
13328,"$75,000 under $100,000",46
13328,"$100,000 under $200,000",62
13328,"$200,000 or more",**
,,
13329,,"1,610"
13329,"$1 under $25,000",692
13329,"$25,000 under $50,000",467
13329,"$50,000 under $75,000",254
13329,"$75,000 under $100,000",122
13329,"$100,000 under $200,000",75
13329,"$200,000 or more",**
,,
13331,,145
13331,"$1 under $25,000",56
13331,"$25,000 under $50,000",40
13331,"$50,000 under $75,000",49
13331,"$75,000 under $100,000",**
13331,"$100,000 under $200,000",**
13331,"$200,000 or more",**
,,
13332,,"1,125"
13332,"$1 under $25,000",491
13332,"$25,000 under $50,000",308
13332,"$50,000 under $75,000",166
13332,"$75,000 under $100,000",91
13332,"$100,000 under $200,000",69
13332,"$200,000 or more",**
,,
13334,,554
13334,"$1 under $25,000",222
13334,"$25,000 under $50,000",175
13334,"$50,000 under $75,000",84
13334,"$75,000 under $100,000",43
13334,"$100,000 under $200,000",30
